,Make,Variant,Length,GeoRegion,CRS,Price,Year,yscore,vscore,rscore,PredPrice
70,Lagoon,Lagoon 440,44.6,USA,Florida,349000,2006,357888.119476669,392772.037481486,442094.84568493086,354042.7231919996
71,Fountaine Pajot,Fountaine Pajot Bahia 46,46.0,Caribbean,Martinique,346315,2006,357888.119476669,329857.5608429204,401086.5875061711,329174.7596732201
72,Fountaine Pajot,Fountaine Pajot Bahia 46,46.0,Caribbean,Martinique,345577,2006,357888.119476669,329857.5608429204,401086.5875061711,329174.7596732201
73,Fountaine Pajot,Fountaine Pajot Pajot Bahia 46,46.0,Europe,Italy,242939,2006,357888.119476669,283450.4238828061,425607.96837693505,232834.8693762743
74,Fountaine Pajot,Fountaine Pajot Bahia 46,46.0,Europe,Italy,242510,2006,357888.119476669,329857.5608429204,425607.96837693505,269706.713412489
75,Catana,Catana 47 Ocean Class,47.0,Caribbean,Guatemala,516769,2006,357888.119476669,602943.0931200585,438920.1288739333,540841.4666818191
76,Leopard,Leopard 47,47.0,Caribbean,Honduras,257061,2006,357888.119476669,237304.01660875525,528685.3546299099,251978.43796003584
77,Nautitech,Nautitech 47,47.0,Europe,Greece,498026,2006,357888.119476669,429000.21643314866,417911.7494374818,460797.13420647616
78,Nautitech,Nautitech 47,47.0,Europe,Greece,497637,2006,357888.119476669,429000.21643314866,417911.7494374818,460797.13420647616
79,Lagoon,Lagoon 50 Owners Version,48.0,Caribbean,Martinique,450000,2006,357888.119476669,525039.9925383029,401086.5875061711,460035.27848836745
80,Lagoon,Lagoon 50,48.0,Caribbean,British Virgin Islands,449000,2006,357888.119476669,561074.7473621148,390530.80521696835,458367.7949702813
81,Lagoon,Lagoon 500,51.0,Europe,Spain,515334,2006,357888.119476669,558741.7112153053,434391.02807708364,533018.6177140715
82,Lagoon,Lagoon 500,51.0,Europe,Greece,515334,2006,357888.119476669,558741.7112153053,417911.7494374818,459460.49988906045
83,Lagoon,Lagoon 500,51.0,Europe,Greece,461585,2006,357888.119476669,558741.7112153053,417911.7494374818,459460.49988906045
84,Lagoon,Lagoon 500,51.0,Europe,Greece,461225,2006,357888.119476669,558741.7112153053,417911.7494374818,459460.49988906045
85,Lagoon,Lagoon 500,51.0,Europe,Greece,423929,2006,357888.119476669,558741.7112153053,417911.7494374818,459460.49988906045
86,Lagoon,Lagoon 500,51.0,Europe,Greece,423599,2006,357888.119476669,558741.7112153053,417911.7494374818,459460.49988906045
87,Lagoon,Lagoon 500,51.0,Europe,Greece,418330,2006,357888.119476669,558741.7112153053,417911.7494374818,459460.49988906045
88,Lagoon,Lagoon 380 S2,38.0,USA,Maryland,226900,2007,368093.8511002844,239044.52419486712,461618.523583467,217454.33412646275
89,Broadblue,Broadblue 385,38.7,Europe,Greece,202496,2007,368093.8511002844,237958.75937366328,417911.7494374818,198706.20494188345
90,Broadblue,Broadblue 385,38.7,Europe,United Kingdom,200493,2007,368093.8511002844,237958.75937366328,434400.0400631486,205903.09370774697
91,Lagoon,Lagoon 420,41.0,Europe,Germany,314925,2007,368093.8511002844,377034.9358608368,396351.4395287706,319888.267596724
92,Fountaine Pajot,Fountaine Pajot Orana 44,43.0,Caribbean,Puerto Rico,315000,2007,368093.8511002844,361544.2905672092,392118.382498215,316362.997787032
93,Fountaine Pajot,Fountaine Pajot Orana 44,43.0,USA,Maryland,320000,2007,368093.8511002844,361544.2905672092,461618.523583467,342953.96223484323
94,Knysna,Knysna 440,44.0,Caribbean,Trinidad and Tobago,220000,2007,368093.8511002844,263150.2609076769,396710.5693300891,224381.95075575754
95,Lagoon,Lagoon 440,44.6,Caribbean,Martinique,376556,2007,368093.8511002844,392772.037481486,401086.5875061711,361262.0419273658
96,Lagoon,Lagoon 440,44.6,Caribbean,Martinique,376262,2007,368093.8511002844,392772.037481486,401086.5875061711,361262.0419273658
97,Lagoon,Lagoon 440,44.6,Caribbean,Netherlands Antilles,310000,2007,368093.8511002844,392772.037481486,356956.49035156256,323263.62600193155
98,Lagoon,Lagoon 440,44.6,Europe,Spain,394877,2007,368093.8511002844,392772.037481486,434391.02807708364,345331.67053614225
99,Lagoon,Lagoon 440,44.6,Europe,Spain,394469,2007,368093.8511002844,392772.037481486,434391.02807708364,345331.67053614225
100,Lagoon,Lagoon 440,44.6,Europe,Spain,339729,2007,368093.8511002844,392772.037481486,434391.02807708364,345331.67053614225
101,Lagoon,Lagoon 440,44.6,Europe,Spain,309506,2007,368093.8511002844,392772.037481486,434391.02807708364,345331.67053614225
102,Lagoon,Lagoon 440,44.6,Europe,Greece,297676,2007,368093.8511002844,392772.037481486,417911.7494374818,303474.669512851
103,Lagoon,Lagoon 440,44.6,Europe,Greece,297369,2007,368093.8511002844,392772.037481486,417911.7494374818,303474.669512851
104,Lagoon,Lagoon 440,44.6,USA,Florida,349000,2007,368093.8511002844,392772.037481486,442094.84568493086,346806.94911058317
105,Lagoon,Lagoon 440,44.6,USA,Maryland,310000,2007,368093.8511002844,392772.037481486,461618.523583467,365728.451510851
106,Lagoon,Lagoon 440,44.6,USA,Florida,294000,2007,368093.8511002844,392772.037481486,442094.84568493086,346806.94911058317
107,Nautitech,Nautitech 47,47.0,Europe,Greece,394469,2007,368093.8511002844,429000.21643314866,417911.7494374818,347600.3868433271
108,Fountaine Pajot,Fountaine Pajot Salina 48,47.0,Europe,Turkey,345919,2007,368093.8511002844,411908.1228806641,439044.56146387284,369640.58609787875
109,Privilege,Privilege 495,47.0,USA,Massachusetts,429900,2007,368093.8511002844,473465.87062765734,428236.7635696196,451753.51511952584
110,Lagoon,Lagoon 420,49.0,USA,Florida,435000,2007,368093.8511002844,377034.9358608368,442094.84568493086,380590.2366631055
111,Catana,Catana 50,50.0,Europe,France,703279,2007,368093.8511002844,768509.5671483107,434178.18166184187,717269.0233987602
112,Lagoon,Lagoon 500,51.0,Europe,Spain,594150,2007,368093.8511002844,558741.7112153053,434391.02807708364,555717.021571545
113,Lagoon,Lagoon 500,51.0,Europe,Italy,497146,2007,368093.8511002844,558741.7112153053,425607.96837693505,509057.3712781719
114,Lagoon,Lagoon 570,56.0,Europe,France,705237,2007,368093.8511002844,800025.2230897676,434178.18166184187,731146.9615414792
115,Seawind,Seawind 1160,38.0,Caribbean,Mexico,350000,2008,371565.974746918,361640.9906169871,436353.71637596306,340778.2846416616
116,Lagoon,Lagoon 380 S2,38.0,Europe,Italy,236926,2008,371565.974746918,239044.52419486712,425607.96837693505,228437.88705582207
117,Lagoon,Lagoon 380,38.0,Europe,Italy,236447,2008,371565.974746918,216314.90561188976,425607.96837693505,222036.2267944368
118,Lagoon,Lagoon 380,38.0,USA,Florida,229000,2008,371565.974746918,216314.90561188976,442094.84568493086,223243.02390549987
119,Broadblue,Broadblue 385,38.7,Europe,Greece,202496,2008,371565.974746918,237958.75937366328,417911.7494374818,198937.16918993788
120,Broadblue,Broadblue 385,38.7,Europe,Greece,200071,2008,371565.974746918,237958.75937366328,417911.7494374818,198937.16918993788
121,Broadblue,Broadblue 385,38.7,Europe,Greece,193332,2008,371565.974746918,237958.75937366328,417911.7494374818,198937.16918993788
122,Nautitech,Nautitech 40.2,39.0,Caribbean,Martinique,216047,2008,371565.974746918,228527.7999305783,401086.5875061711,196873.6912107418
123,Fountaine Pajot,Fountaine Pajot Lavezzi 40,39.0,Caribbean,Cayman Islands,186733,2008,371565.974746918,223039.666035064,381741.65287211636,196668.93500264475
124,Leopard,Leopard 40,39.0,Europe,France,273094,2008,371565.974746918,278078.4179273844,434178.18166184187,272646.1029278758
125,Alliaura,Alliaura Feeling 39 DI,39.0,Europe,France,218645,2008,371565.974746918,239567.5150953218,434178.18166184187,217265.2952487114
126,Fountaine Pajot,Fountaine Pajot Lavezzi 40,39.0,Europe,France,194562,2008,371565.974746918,223039.666035064,434178.18166184187,194156.48089304968
127,Fountaine Pajot,Fountaine Pajot Lavezzi 40,39.0,Europe,France,194401,2008,371565.974746918,223039.666035064,434178.18166184187,194156.48089304968
128,Fountaine Pajot,Fountaine Pajot Lavezzi 40,39.0,Europe,Greece,188278,2008,371565.974746918,223039.666035064,417911.7494374818,191505.84317999028
129,Fountaine Pajot,Fountaine Pajot Lavezzi 40,39.0,Europe,Greece,187945,2008,371565.974746918,223039.666035064,417911.7494374818,191505.84317999028
130,Nautitech,Nautitech 40,39.5,Europe,Croatia,191772,2008,371565.974746918,245191.4927803569,404132.1230890648,193502.19985264097
131,Lagoon,Lagoon 420,41.0,Caribbean,Guatemala,380000,2008,371565.974746918,377034.9358608368,438920.1288739333,375049.9177912265
132,Lagoon,Lagoon 420,41.0,Caribbean,Martinique,338028,2008,371565.974746918,377034.9358608368,401086.5875061711,327857.40213232883
133,Lagoon,Lagoon 420,41.0,Caribbean,Martinique,337640,2008,371565.974746918,377034.9358608368,401086.5875061711,327857.40213232883
134,Lagoon,Lagoon 420,41.0,Caribbean,Cayman Islands,310061,2008,371565.974746918,377034.9358608368,381741.65287211636,310877.99002052465
135,Lagoon,Lagoon 420,41.0,Caribbean,British Virgin Islands,309739,2008,371565.974746918,377034.9358608368,390530.80521696835,307004.754616114
136,Lagoon,Lagoon 420,41.0,Caribbean,Cayman Islands,309705,2008,371565.974746918,377034.9358608368,381741.65287211636,310877.99002052465
137,Lagoon,Lagoon 420,41.0,Caribbean,British Virgin Islands,309079,2008,371565.974746918,377034.9358608368,390530.80521696835,307004.754616114
138,Lagoon,Lagoon 420,41.0,Caribbean,Cayman Islands,297902,2008,371565.974746918,377034.9358608368,381741.65287211636,310877.99002052465
139,Lagoon,Lagoon 420,41.0,Caribbean,Cayman Islands,297560,2008,371565.974746918,377034.9358608368,381741.65287211636,310877.99002052465
140,Lagoon,Lagoon 420,41.0,Europe,Greece,358335,2008,371565.974746918,377034.9358608368,417911.7494374818,341521.6729871312
141,Lagoon,Lagoon 420,41.0,Europe,Greece,358056,2008,371565.974746918,377034.9358608368,417911.7494374818,341521.6729871312
142,Lagoon,Lagoon 420,41.0,Europe,France,338900,2008,371565.974746918,377034.9358608368,434178.18166184187,336264.7550712954
143,Lagoon,Lagoon 420,41.0,Europe,France,338636,2008,371565.974746918,377034.9358608368,434178.18166184187,336264.7550712954
144,Lagoon,Lagoon 420,41.0,Europe,France,338028,2008,371565.974746918,377034.9358608368,434178.18166184187,336264.7550712954
145,Lagoon,Lagoon 420,41.0,Europe,France,337640,2008,371565.974746918,377034.9358608368,434178.18166184187,336264.7550712954
146,Lagoon,Lagoon 420,41.0,Europe,Spain,327968,2008,371565.974746918,377034.9358608368,434391.02807708364,341828.0721035101
147,Lagoon,Lagoon 420,41.0,Europe,Spain,327712,2008,371565.974746918,377034.9358608368,434391.02807708364,341828.0721035101
148,Lagoon,Lagoon 420,41.0,Europe,Greece,303982,2008,371565.974746918,377034.9358608368,417911.7494374818,341521.6729871312
149,Lagoon,Lagoon 420,41.0,Europe,Greece,303633,2008,371565.974746918,377034.9358608368,417911.7494374818,341521.6729871312
150,Lagoon,Lagoon 420,41.0,USA,Florida,396000,2008,371565.974746918,377034.9358608368,442094.84568493086,371146.00783924997
151,Lagoon,Lagoon 420,41.0,USA,Maryland,389900,2008,371565.974746918,377034.9358608368,461618.523583467,370474.29145949514
152,Lagoon,Lagoon 420,41.0,USA,Florida,375000,2008,371565.974746918,377034.9358608368,442094.84568493086,371146.00783924997
153,Lagoon,Lagoon 440,42.0,Europe,Italy,303982,2008,371565.974746918,392772.037481486,425607.96837693505,349776.5530366458
154,Lagoon,Lagoon 440,42.0,Europe,Italy,297902,2008,371565.974746918,392772.037481486,425607.96837693505,349776.5530366458
155,Manta,Manta 42 MK IV,42.0,USA,Florida,270000,2008,371565.974746918,303427.52838049433,442094.84568493086,276589.0957205146
156,Manta,Manta 42 MK IV,42.0,USA,Florida,270000,2008,371565.974746918,303427.52838049433,442094.84568493086,276589.0957205146
157,Fountaine Pajot,Fountaine Pajot Orana 44,43.0,Caribbean,Saint-Martin,390827,2008,371565.974746918,361544.2905672092,418108.21455768513,363390.07240703295
158,Fountaine Pajot,Fountaine Pajot Orana 44,43.0,Caribbean,Guatemala,339000,2008,371565.974746918,361544.2905672092,438920.1288739333,330580.5333113971
159,Fountaine Pajot,Fountaine Pajot Orana 44,43.0,Caribbean,Martinique,309860,2008,371565.974746918,361544.2905672092,401086.5875061711,311327.05767348455
160,Fountaine Pajot,Fountaine Pajot Orana 44,43.0,Caribbean,Martinique,309506,2008,371565.974746918,361544.2905672092,401086.5875061711,311327.05767348455
161,Fountaine Pajot,Fountaine Pajot Orana 44,43.0,Europe,France,338636,2008,371565.974746918,361544.2905672092,434178.18166184187,338452.5037459585
162,Fountaine Pajot,Fountaine Pajot Orana 44,43.0,Europe,Greece,328300,2008,371565.974746918,361544.2905672092,417911.7494374818,332358.9011629226
163,Fountaine Pajot,Fountaine Pajot Orana 44,43.0,Europe,Greece,328300,2008,371565.974746918,361544.2905672092,417911.7494374818,332358.9011629226
164,Fountaine Pajot,Fountaine Pajot Orana 44,43.0,Europe,Greece,327968,2008,371565.974746918,361544.2905672092,417911.7494374818,332358.9011629226
165,Fountaine Pajot,Fountaine Pajot Orana 44,43.0,Europe,Turkey,285231,2008,371565.974746918,361544.2905672092,439044.56146387284,282748.29120641854
166,Fountaine Pajot,Fountaine Pajot Orana 44,43.0,Europe,Turkey,261424,2008,371565.974746918,361544.2905672092,439044.56146387284,282748.29120641854
167,Nautitech,Nautitech 44,44.0,Europe,Greece,312493,2008,371565.974746918,351181.4023192807,417911.7494374818,317079.14147235936
168,Lagoon,Lagoon 440,44.6,Caribbean,Guadeloupe,400537,2008,371565.974746918,392772.037481486,389732.17830631573,351134.5385728827
169,Lagoon,Lagoon 440,44.6,Caribbean,Guadeloupe,363194,2008,371565.974746918,392772.037481486,389732.17830631573,351134.5385728827
170,Lagoon,Lagoon 440,44.6,Caribbean,Guadeloupe,362911,2008,371565.974746918,392772.037481486,389732.17830631573,351134.5385728827
171,Lagoon,Lagoon 440,44.6,Caribbean,Dominican Republic,325000,2008,371565.974746918,392772.037481486,435291.93254173605,338471.4015276096
172,Lagoon,Lagoon 440,44.6,Caribbean,Mexico,303674,2008,371565.974746918,392772.037481486,436353.71637596306,310667.79963412933
173,Lagoon,Lagoon 440,44.6,Caribbean,Mexico,303437,2008,371565.974746918,392772.037481486,436353.71637596306,310667.79963412933
174,Lagoon,Lagoon 440,44.6,Europe,Spain,431327,2008,371565.974746918,392772.037481486,434391.02807708364,442309.3030131801
175,Lagoon,Lagoon 440,44.6,Europe,Spain,430881,2008,371565.974746918,392772.037481486,434391.02807708364,442309.3030131801
176,Lagoon,Lagoon 440,44.6,Europe,Italy,388400,2008,371565.974746918,392772.037481486,425607.96837693505,349776.5530366458
177,Lagoon,Lagoon 440,44.6,Europe,Turkey,388400,2008,371565.974746918,392772.037481486,439044.56146387284,353740.59742964106
178,Lagoon,Lagoon 440,44.6,Europe,Italy,388400,2008,371565.974746918,392772.037481486,425607.96837693505,349776.5530366458
179,Lagoon,Lagoon 440,44.6,Europe,France,376652,2008,371565.974746918,392772.037481486,434178.18166184187,362927.23050176015
180,Lagoon,Lagoon 440,44.6,Europe,France,376262,2008,371565.974746918,392772.037481486,434178.18166184187,362927.23050176015
181,Lagoon,Lagoon 440,44.6,Europe,Turkey,346276,2008,371565.974746918,392772.037481486,439044.56146387284,353740.59742964106
182,Lagoon,Lagoon 440,44.6,Europe,Turkey,345919,2008,371565.974746918,392772.037481486,439044.56146387284,353740.59742964106
183,Lagoon,Lagoon 440,44.6,Europe,Turkey,334126,2008,371565.974746918,392772.037481486,439044.56146387284,353740.59742964106
184,Lagoon,Lagoon 440,44.6,Europe,Turkey,333781,2008,371565.974746918,392772.037481486,439044.56146387284,353740.59742964106
185,Lagoon,Lagoon 440,44.6,Europe,Croatia,313471,2008,371565.974746918,392772.037481486,404132.1230890648,320317.49497973116
186,Lagoon,Lagoon 440,44.6,Europe,Croatia,313147,2008,371565.974746918,392772.037481486,404132.1230890648,320317.49497973116
187,Lagoon,Lagoon 440,44.6,USA,Maryland,359000,2008,371565.974746918,392772.037481486,461618.523583467,348506.12251778244
188,Leopard,Leopard 46,46.0,Caribbean,Martinique,299000,2008,371565.974746918,374429.37049490766,401086.5875061711,308946.77416314965
189,Leopard,Leopard 46,46.0,USA,Florida,449000,2008,371565.974746918,374429.37049490766,442094.84568493086,413491.7881909169
190,Leopard,Leopard 46,46.0,USA,Florida,385000,2008,371565.974746918,374429.37049490766,442094.84568493086,413491.7881909169
191,Privilege,Privilege 495,47.0,Caribbean,Martinique,449893,2008,371565.974746918,473465.87062765734,401086.5875061711,419090.59932986525
192,Privilege,Privilege 495,47.0,Caribbean,Martinique,449602,2008,371565.974746918,473465.87062765734,401086.5875061711,419090.59932986525
193,Privilege,Privilege 495,47.0,Caribbean,Martinique,386665,2008,371565.974746918,473465.87062765734,401086.5875061711,419090.59932986525
194,Privilege,Privilege 495,47.0,Caribbean,Martinique,386414,2008,371565.974746918,473465.87062765734,401086.5875061711,419090.59932986525
195,Leopard,Leopard 47,47.0,Caribbean,British Virgin Islands,115000,2008,371565.974746918,237304.01660875525,390530.80521696835,147399.24942548352
196,Fountaine Pajot,Fountaine Pajot Salina 48,47.0,Europe,Greece,503706,2008,371565.974746918,411908.1228806641,417911.7494374818,369282.2055458347
197,Fountaine Pajot,Fountaine Pajot Salina 48,47.0,Europe,Italy,418744,2008,371565.974746918,411908.1228806641,425607.96837693505,417707.794349617
198,Fountaine Pajot,Fountaine Pajot Salina 48,47.0,Europe,Greece,376556,2008,371565.974746918,411908.1228806641,417911.7494374818,369282.2055458347
199,Fountaine Pajot,Fountaine Pajot Salina 48,47.0,Europe,Greece,376262,2008,371565.974746918,411908.1228806641,417911.7494374818,369282.2055458347
200,Fountaine Pajot,Fountaine Pajot Salina 48,47.0,Europe,Greece,346188,2008,371565.974746918,411908.1228806641,417911.7494374818,369282.2055458347
201,Fountaine Pajot,Fountaine Pajot Salina 48,47.0,Europe,Greece,345919,2008,371565.974746918,411908.1228806641,417911.7494374818,369282.2055458347
202,Nautitech,Nautitech 47,47.0,Europe,Greece,339850,2008,371565.974746918,429000.21643314866,417911.7494374818,334266.8025839829
