,Make,Variant,Length,GeoRegion,CRS,Price,Year,yscore,vscore,rscore,PredPrice
28,Bavaria,Bavaria 50 Cruiser,49.0,Europe,Italy,151843,2005,113218.80662147868,156372.6918812793,131501.93166320262,139106.49516373634
29,Bavaria,Bavaria 50 Cruiser,49.0,Europe,Italy,136896,2005,113218.80662147868,156372.6918812793,131501.93166320262,139106.49516373634
30,Bavaria,Bavaria 49 Cruiser,50.0,Europe,Croatia,103249,2005,113218.80662147868,146507.21053333208,122594.94748508127,116319.47915703325
31,Bavaria,Bavaria 49 Cruiser,50.0,Europe,Spain,145744,2005,113218.80662147868,146507.21053333208,138365.70623866507,135750.05620336853
32,Beneteau,Beneteau First 40.7,39.0,Europe,Croatia,157889,2005,113218.80662147868,153291.15390212028,122594.94748508127,125275.22387660325
33,Beneteau,Beneteau Cyclades 39.3,39.0,USA,Florida,72900,2005,113218.80662147868,101333.33234310521,138553.94416284157,88270.45868375496
34,Beneteau,Beneteau Cyclades 39.3,39.0,Europe,Greece,78975,2005,113218.80662147868,101333.33234310521,124201.85730889764,75705.00744545163
35,Beneteau,Beneteau First 40.7,39.0,USA,Illinois,124500,2005,113218.80662147868,153291.15390212028,145070.15606643067,126048.64889023529
36,Beneteau,Beneteau Cyclades 39.3,39.0,Europe,Italy,103275,2005,113218.80662147868,101333.33234310521,131501.93166320262,96683.39895356461
37,Beneteau,Beneteau Cyclades 39.3,39.0,Europe,Italy,82620,2005,113218.80662147868,101333.33234310521,131501.93166320262,96683.39895356461
38,Beneteau,Beneteau Cyclades 39.3,39.0,Caribbean,Mexico,99000,2005,113218.80662147868,101333.33234310521,153177.46581296436,110023.85273365061
39,Beneteau,Beneteau Cyclades 39.3,39.0,Europe,Portugal,101427,2005,113218.80662147868,101333.33234310521,144735.62491001407,98529.13176068319
40,Beneteau,Beneteau Cyclades 39.3,39.0,Europe,Spain,108108,2005,113218.80662147868,101333.33234310521,138365.70623866507,101685.63370188564
41,Beneteau,Beneteau Cyclades 39.3,39.0,Europe,Spain,103249,2005,113218.80662147868,101333.33234310521,138365.70623866507,101685.63370188564
42,Beneteau,Beneteau Cyclades 39.3,39.0,Europe,United Kingdom,95860,2005,113218.80662147868,101333.33234310521,138169.11520215712,97588.33602543235
43,Beneteau,Beneteau Oceanis 423,43.0,USA,Connecticut,139995,2005,113218.80662147868,168735.0104445273,143271.3909130516,137456.98770402474
44,Beneteau,Beneteau Cyclades 43.3,43.0,Europe,France,108108,2005,113218.80662147868,119692.1116347974,138756.8337801895,104714.92153947176
45,Beneteau,Beneteau Cyclades 43.3,43.0,Europe,France,106519,2005,113218.80662147868,119692.1116347974,138756.8337801895,104714.92153947176
46,Beneteau,Beneteau Cyclades 43.3,43.0,Europe,France,95961,2005,113218.80662147868,119692.1116347974,138756.8337801895,104714.92153947176
47,Beneteau,Beneteau Oceanis Clipper 423,43.0,Europe,Greece,103921,2005,113218.80662147868,126992.98054479933,124201.85730889764,104148.60190492697
48,Beneteau,Beneteau Oceanis Clipper 423,43.0,Europe,Italy,91090,2005,113218.80662147868,126992.98054479933,131501.93166320262,98888.55894869282
49,Beneteau,Beneteau Oceanis Clipper 423,43.0,Europe,Malta,127526,2005,113218.80662147868,126992.98054479933,140556.3240108514,121481.77248382012
50,Beneteau,Beneteau Oceanis 423,43.0,USA,Maryland,147900,2005,113218.80662147868,168735.0104445273,138481.82320502523,137551.52488529857
51,Beneteau,Beneteau Oceanis 43,43.0,USA,Maryland,144900,2005,113218.80662147868,131140.51782078217,138481.82320502523,128218.98714630371
52,Beneteau,Beneteau Oceanis Clipper 423,43.0,Europe,Netherlands,108108,2005,113218.80662147868,126992.98054479933,139841.46050705275,102483.98406787601
53,Beneteau,Beneteau Cyclades 43.3,43.0,Europe,Portugal,101792,2005,113218.80662147868,119692.1116347974,144735.62491001407,104611.9581683178
54,Beneteau,Beneteau First 44.7,44.0,USA,California,180000,2005,113218.80662147868,166368.2695502207,150001.8846952375,153770.2210793007
55,Beneteau,Beneteau First 44.7,44.0,USA,California,149000,2005,113218.80662147868,166368.2695502207,150001.8846952375,153770.2210793007
56,Beneteau,Beneteau First 44.7,44.0,Europe,Greece,131187,2005,113218.80662147868,166368.2695502207,124201.85730889764,129131.38756595331
57,Beneteau,Beneteau First 44.7,44.0,Europe,Italy,119040,2005,113218.80662147868,166368.2695502207,131501.93166320262,131830.92865382924
58,Beneteau,Beneteau First 44.7,44.0,USA,Texas,129900,2005,113218.80662147868,166368.2695502207,139091.03592148874,135642.41740525092
59,Beneteau,Beneteau Oceanis Clipper 473,47.0,Europe,Croatia,144549,2005,113218.80662147868,163461.34952810005,122594.94748508127,122895.04477864348
60,Beneteau,Beneteau Oceanis 473,47.0,Europe,Croatia,102034,2005,113218.80662147868,205480.29975333376,122594.94748508127,139504.9256443349
61,Beneteau,Beneteau First 47.7,47.0,Europe,Italy,127543,2005,113218.80662147868,150092.32510996517,131501.93166320262,133016.7007338305
62,Beneteau,Beneteau Oceanis Clipper 473,47.0,Europe,Malta,133611,2005,113218.80662147868,163461.34952810005,140556.3240108514,127248.98241120118
63,Beneteau,Beneteau Oceanis 473,47.0,USA,Maryland,195000,2005,113218.80662147868,205480.29975333376,138481.82320502523,183419.67755962122
64,Beneteau,Beneteau Oceanis 473,47.0,USA,North Carolina,185000,2005,113218.80662147868,205480.29975333376,142371.70188985532,185788.52757054544
65,Beneteau,Beneteau Oceanis 523,53.0,Europe,Italy,224719,2005,113218.80662147868,312256.9966051786,131501.93166320262,248026.27615215746
66,Beneteau,Beneteau Oceanis Clipper 523,53.0,Europe,Spain,224719,2005,113218.80662147868,236791.5558241554,138365.70623866507,220412.24765709287
67,Beneteau,Beneteau Oceanis Clipper 523,53.0,Europe,Spain,223504,2005,113218.80662147868,236791.5558241554,138365.70623866507,220412.24765709287
68,Beneteau,Beneteau Oceanis 523,53.0,Europe,Spain,212572,2005,113218.80662147868,312256.9966051786,138365.70623866507,248885.84980239515
69,Beneteau,Beneteau 56,56.0,Europe,Spain,461603,2005,113218.80662147868,458563.03853002505,138365.70623866507,450471.9275357099
70,Beneteau,Beneteau Cyclades 50.5,51.0,Caribbean,Grenada,105000,2005,113218.80662147868,169633.52267042478,123765.76579703494,137116.3403315177
71,C&C,C&C 121,40.0,USA,Rhode Island,184900,2005,113218.80662147868,217589.91801065183,137922.46591013408,187282.88567326963
72,Cabo Rico,Cabo Rico 42,46.0,USA,Rhode Island,270000,2005,113218.80662147868,337686.2034913809,137922.46591013408,277138.3256600294
73,Caliber,Caliber 40 LRC SE,41.0,USA,Florida,259000,2005,113218.80662147868,304790.63691053994,138553.94416284157,254979.9553395139
74,Catalina,Catalina 387,38.0,USA,Maryland,125000,2005,113218.80662147868,164622.66623134847,138481.82320502523,130599.46460270513
75,Catalina,Catalina 42 MK II,42.0,Caribbean,Mexico,165000,2005,113218.80662147868,185371.9119339823,153177.46581296436,157446.54570520835
76,Catalina,Catalina 42 Mk II,42.0,Europe,United Kingdom,119242,2005,113218.80662147868,165698.57648278552,138169.11520215712,129223.71464335795
77,Catalina,Catalina 42 MK II,42.0,USA,Washington,159500,2005,113218.80662147868,185371.9119339823,157034.74794887973,164902.29103526566
78,Catalina,Catalina Morgan 440,46.0,USA,California,199900,2005,113218.80662147868,231812.63812604977,150001.8846952375,204723.36823229317
79,Catalina,Catalina Morgan 440,46.0,Caribbean,Grenada,179950,2005,113218.80662147868,231812.63812604977,123765.76579703494,206819.5775721545
80,Catalina,Catalina Morgan 440,46.0,USA,Washington,194950,2005,113218.80662147868,231812.63812604977,157034.74794887973,205657.87447275574
81,Comar,Comar Comet 41S,41.0,Europe,Italy,150622,2005,113218.80662147868,150506.2750253866,131501.93166320262,133016.7007338305
82,Comar,Comar Comet 45s,46.0,Europe,Italy,163984,2005,113218.80662147868,174609.3602785458,131501.93166320262,153634.99004506748
83,Comar,Comar Comet 51S,51.0,Europe,Italy,200425,2005,113218.80662147868,235859.70425789556,131501.93166320262,196793.83172006306
84,Comar,Comar Comet 52 RS,52.0,Europe,Italy,255086,2005,113218.80662147868,294547.8598502463,131501.93166320262,235829.0093735894
85,Dehler,Dehler 41 CR,41.0,Europe,Italy,176176,2005,113218.80662147868,197091.10914129566,131501.93166320262,154916.69732609962
86,Delphia,Delphia 40,39.0,Europe,Italy,85017,2005,113218.80662147868,129747.5170581135,131501.93166320262,100047.6847055031
87,Dufour,Dufour 385,38.0,Europe,Croatia,87458,2005,113218.80662147868,99701.50582345606,122594.94748508127,79201.4377522846
88,Dufour,Dufour 385 GL,38.0,Caribbean,Netherlands Antilles,86000,2005,113218.80662147868,106060.86510670555,127067.61777651847,97902.27610581547
89,Dufour,Dufour 385,38.0,Europe,Turkey,98591,2005,113218.80662147868,99701.50582345606,135784.83287391116,96002.58134895594
90,Dufour,Dufour 40,40.0,Europe,France,97054,2005,113218.80662147868,114212.93619581286,138756.8337801895,97006.75494038932
91,Dufour,Dufour 44,44.0,Europe,France,163984,2005,113218.80662147868,178681.45149260864,138756.8337801895,160120.99178810685
92,Dufour,Dufour 44,44.0,Europe,Italy,139690,2005,113218.80662147868,178681.45149260864,131501.93166320262,145293.55537651063
93,Dufour,Dufour 44 Performance,44.0,Europe,Italy,133617,2005,113218.80662147868,153368.38144862573,131501.93166320262,132795.3499804618
94,Dufour,Dufour 455,45.0,Europe,France,139726,2005,113218.80662147868,165678.85026274854,138756.8337801895,134506.8999499452
95,Dufour,Dufour 455 GL,45.0,Europe,Italy,127548,2005,113218.80662147868,158804.7887159619,131501.93166320262,134855.16784136585
96,Elan,Elan Impression 434,44.0,Europe,Croatia,127543,2005,113218.80662147868,151970.76340046254,122594.94748508127,119356.50696877905
97,Elan,Elan Impression 434,44.0,Europe,Croatia,91102,2005,113218.80662147868,151970.76340046254,122594.94748508127,119356.50696877905
98,Grand Soleil,Grand Soleil 43,43.0,Europe,France,181597,2005,113218.80662147868,216910.91229102973,138756.8337801895,190309.80505812372
99,Grand Soleil,Grand Soleil 45 RACING,45.0,Europe,France,224719,2005,113218.80662147868,264448.8306405391,138756.8337801895,241766.16184895474
100,Grand Soleil,Grand Soleil 50,49.0,Caribbean,Grenada,230000,2005,113218.80662147868,320553.26407024096,123765.76579703494,247275.44477823054
101,Grand Soleil,Grand Soleil 50,49.0,Europe,United Kingdom,252527,2005,113218.80662147868,320553.26407024096,138169.11520215712,271307.21868743264
102,Hallberg-Rassy,Hallberg-Rassy 40,40.0,Europe,United Kingdom,299771,2005,113218.80662147868,375975.5047289978,138169.11520215712,319686.0851373943
103,Hallberg-Rassy,Hallberg-Rassy 43,44.0,Europe,Greece,339508,2005,113218.80662147868,406212.2609496942,124201.85730889764,342377.9942543824
104,Hanse,Hanse 411,40.0,Europe,Greece,108108,2005,113218.80662147868,118739.00399385473,124201.85730889764,100541.36084611881
105,Hanse,Hanse 411,40.0,Europe,Italy,120239,2005,113218.80662147868,118739.00399385473,131501.93166320262,103897.68335564056
106,Hanse,Hanse 411,40.0,Europe,Italy,103249,2005,113218.80662147868,118739.00399385473,131501.93166320262,103897.68335564056
107,Hanse,Hanse 411,40.0,Europe,Italy,83814,2005,113218.80662147868,118739.00399385473,131501.93166320262,103897.68335564056
108,Hanse,Hanse 411,40.0,Europe,United Kingdom,93256,2005,113218.80662147868,118739.00399385473,138169.11520215712,99173.5325115765
109,Hanse,Hanse 461,46.0,Europe,France,303674,2005,113218.80662147868,208709.46499671414,138756.8337801895,233284.286212015
110,Hanse,Hanse 461,46.0,Europe,Germany,132436,2005,113218.80662147868,208709.46499671414,138751.1324103703,180975.79235675317
111,Hanse,Hanse 461,46.0,Europe,Spain,179942,2005,113218.80662147868,208709.46499671414,138365.70623866507,175094.4427528778
112,Hanse,Hanse 461,46.0,Europe,Spain,170057,2005,113218.80662147868,208709.46499671414,138365.70623866507,175094.4427528778
113,Hanse,Hanse 531,53.0,Europe,Estonia,236875,2005,113218.80662147868,284445.7385014396,154786.28392146106,258623.06699510425
114,Hanse,Hanse 531,53.0,Europe,Ireland,200433,2005,113218.80662147868,284445.7385014396,125769.9339310757,197433.6115191011
115,Hanse,Hanse 531,53.0,Europe,Spain,334055,2005,113218.80662147868,284445.7385014396,138365.70623866507,331172.1685992998
116,Hanse,Hanse 531,53.0,Europe,Spain,333920,2005,113218.80662147868,284445.7385014396,138365.70623866507,331172.1685992998
117,Harmony,Harmony 42 Elegance,42.0,Europe,France,83270,2005,113218.80662147868,97991.95496347742,138756.8337801895,88772.32483998963
118,Hunter,Hunter 38,38.0,USA,Florida,119000,2005,113218.80662147868,118150.35943801019,138553.94416284157,102560.76612666326
119,Hunter,Hunter 38,38.0,USA,Maryland,69000,2005,113218.80662147868,118150.35943801019,138481.82320502523,98457.33392199583
120,Hunter,Hunter 38,38.0,USA,New York,109335,2005,113218.80662147868,118150.35943801019,147833.629458015,103251.12532964177
121,Hunter,Hunter 41 DS,40.0,USA,California,132000,2005,113218.80662147868,146477.8933270125,150001.8846952375,126704.41562173009
122,Hunter,Hunter 41 DS,40.0,Europe,France,96555,2005,113218.80662147868,146477.8933270125,138756.8337801895,114216.65592815052
123,Hunter,Hunter 41 Deck Salon,40.0,Europe,France,94746,2005,113218.80662147868,109230.48430009795,138756.8337801895,97623.39370946532
124,Hunter,Hunter 41 Aft Cockpit,40.0,USA,Maryland,124900,2005,113218.80662147868,146982.04845608657,138481.82320502523,125511.57181603534
125,Hunter,Hunter 41 DS,40.0,USA,Michigan,124900,2005,113218.80662147868,146477.8933270125,155705.8146713784,126974.30176836527
126,Hunter,Hunter 44 DS,44.0,USA,California,159000,2005,113218.80662147868,184412.54964152363,150001.8846952375,156469.51074558872
127,Hunter,Hunter 44,44.0,USA,Maine,165900,2005,113218.80662147868,184872.91486444348,132660.05018385444,155156.93321193795
128,Hunter,Hunter 44,44.0,USA,New York,149000,2005,113218.80662147868,184872.91486444348,147833.629458015,157150.09005887076
129,Hunter,Hunter 44 DS,44.0,USA,Virginia,148106,2005,113218.80662147868,184412.54964152363,141881.43813884608,160230.4288602308
130,Hunter,Hunter Passage 456,46.0,USA,North Carolina,142500,2005,113218.80662147868,167693.69019209238,142371.70188985532,139092.66136693172
131,Hunter,Hunter 466,46.0,Europe,Spain,169000,2005,113218.80662147868,198878.8325786921,138365.70623866507,169204.9798209729
132,Hylas,Hylas 49,49.0,Europe,Spain,464979,2005,113218.80662147868,547186.2762935363,138365.70623866507,474296.50188573846
133,Island Packet,Island Packet 370,38.0,USA,Florida,169900,2005,113218.80662147868,199937.95062201048,138553.94416284157,164538.4530917232
134,Island Packet,Island Packet 420,44.0,USA,Florida,299950,2005,113218.80662147868,345105.3768305447,138553.94416284157,293437.5006567336
135,Island Packet,Island Packet 420,44.0,Europe,United Kingdom,286566,2005,113218.80662147868,345105.3768305447,138169.11520215712,288378.25618984574
136,J Boats,J Boats J 122,40.0,USA,California,195000,2005,113218.80662147868,232390.75295789418,150001.8846952375,203486.9870914964
137,Jeanneau,Jeanneau Sun Odyssey 40.3,40.0,Europe,Greece,94746,2005,113218.80662147868,130676.2957163176,124201.85730889764,109138.26762123207
138,Jeanneau,Jeanneau Sun Odyssey 40.3,40.0,USA,Illinois,118900,2005,113218.80662147868,130676.2957163176,145070.15606643067,118260.63321458152
139,Jeanneau,Jeanneau Sun Odyssey 40.3,40.0,USA,Illinois,114900,2005,113218.80662147868,130676.2957163176,145070.15606643067,118260.63321458152
140,Jeanneau,Jeanneau Sun Odyssey 40,40.0,Europe,Italy,103235,2005,113218.80662147868,121486.72355775902,131501.93166320262,103655.88612517872
141,Jeanneau,Jeanneau Sun Odyssey 40.3,40.0,USA,Michigan,126500,2005,113218.80662147868,130676.2957163176,155705.8146713784,127870.57341953075
142,Jeanneau,Jeanneau Sun Odyssey 40.3,40.0,USA,New York,124900,2005,113218.80662147868,130676.2957163176,147833.629458015,122183.62161949389
143,Jeanneau,Jeanneau SUN ODYSSEY 40.3,40.0,Europe,Spain,121470,2005,113218.80662147868,142945.63191321728,138365.70623866507,129318.70298024043
144,Jeanneau,Jeanneau Sun Odyssey 43 DS,42.0,USA,New York,165000,2005,113218.80662147868,198234.0628748997,147833.629458015,170612.8942275609
145,Jeanneau,Jeanneau Sun Odyssey 43 DS,42.0,USA,Rhode Island,149900,2005,113218.80662147868,198234.0628748997,137922.46591013408,169426.1630116703
146,Jeanneau,Jeanneau Sun Odyssey 45,45.0,Europe,Croatia,187063,2005,113218.80662147868,143381.75232612216,122594.94748508127,108407.87516649898
147,Jeanneau,Jeanneau Sun Odyssey 45,45.0,Europe,Croatia,102034,2005,113218.80662147868,143381.75232612216,122594.94748508127,108407.87516649898
148,Jeanneau,Jeanneau Sun Odyssey 45,45.0,Europe,Croatia,95961,2005,113218.80662147868,143381.75232612216,122594.94748508127,108407.87516649898
149,Jeanneau,Jeanneau Sun Odyssey 45,45.0,Europe,Croatia,93532,2005,113218.80662147868,143381.75232612216,122594.94748508127,108407.87516649898
150,Jeanneau,Jeanneau Sun Odyssey 45,45.0,Europe,France,132402,2005,113218.80662147868,143381.75232612216,138756.8337801895,130562.27903044244
151,Jeanneau,Jeanneau Sun Odyssey 49 DS,49.0,USA,California,335000,2005,113218.80662147868,251720.2017941243,150001.8846952375,262344.48765900417
152,Jeanneau,Jeanneau Sun Odyssey 49 DS,49.0,Europe,Croatia,216225,2005,113218.80662147868,251720.2017941243,122594.94748508127,178409.36045954662
153,Jeanneau,Jeanneau Sun Odyssey 49 DS,49.0,Europe,France,236875,2005,113218.80662147868,251720.2017941243,138756.8337801895,238610.55524130963
154,Jeanneau,Jeanneau Sun Odyssey 49,49.0,Europe,France,162776,2005,113218.80662147868,215182.30566042423,138756.8337801895,179524.55487662906
155,Jeanneau,Jeanneau Sun Odyssey 49,49.0,Europe,Greece,194359,2005,113218.80662147868,215182.30566042423,124201.85730889764,159864.77356505187
156,Jeanneau,Jeanneau Sun Odyssey 49,49.0,Europe,Greece,151837,2005,113218.80662147868,215182.30566042423,124201.85730889764,159864.77356505187
157,Jeanneau,Jeanneau Sun Odyssey 49,49.0,Europe,Greece,139690,2005,113218.80662147868,215182.30566042423,124201.85730889764,159864.77356505187
158,Jeanneau,Jeanneau Sun Odyssey 49,49.0,Europe,Italy,163984,2005,113218.80662147868,215182.30566042423,131501.93166320262,173722.56818978293
159,Jeanneau,Jeanneau Sun Odyssey 49,49.0,Europe,Spain,222298,2005,113218.80662147868,215182.30566042423,138365.70623866507,190078.65281080085
160,Jeanneau,Jeanneau Sun Odyssey 49,49.0,Europe,Spain,168843,2005,113218.80662147868,215182.30566042423,138365.70623866507,190078.65281080085
161,Jeanneau,Jeanneau Sun Odyssey 49,49.0,Europe,Turkey,166420,2005,113218.80662147868,215182.30566042423,135784.83287391116,162482.3458851054
162,Jeanneau,Jeanneau Sun Odyssey 49,49.0,USA,Washington,255000,2005,113218.80662147868,215182.30566042423,157034.74794887973,243395.08127617283
163,Jeanneau,Jeanneau Sun Odyssey 54 DS,55.0,Europe,Greece,251808,2005,113218.80662147868,320833.2607601433,124201.85730889764,253189.34436529828
164,Jeanneau,Jeanneau Sun Odyssey 54 DS,55.0,Europe,Italy,242939,2005,113218.80662147868,320833.2607601433,131501.93166320262,234339.4485594574
165,Jeanneau,Jeanneau Sun Odyssey 54 DS,55.0,Europe,Italy,236866,2005,113218.80662147868,320833.2607601433,131501.93166320262,234339.4485594574
166,Jeanneau,Jeanneau Sun Odyssey 54 DS,55.0,Europe,Portugal,267233,2005,113218.80662147868,320833.2607601433,144735.62491001407,276250.9027396854
167,Jeanneau,Jeanneau Sun Odyssey 54 DS,55.0,Europe,Spain,358335,2005,113218.80662147868,320833.2607601433,138365.70623866507,311292.7649996182
168,Jeanneau,Jeanneau Sun Odyssey 54 DS,55.0,Europe,Spain,358287,2005,113218.80662147868,320833.2607601433,138365.70623866507,311292.7649996182
169,Jeanneau,Jeanneau Sun Odyssey 54 DS,55.0,Europe,Spain,301204,2005,113218.80662147868,320833.2607601433,138365.70623866507,311292.7649996182
170,Jeanneau,Jeanneau Sun Odyssey 49,49.0,Caribbean,Martinique,157968,2005,113218.80662147868,215182.30566042423,133380.15584910839,160674.3753388603
171,Malo,Malo 43 Classic,44.0,Europe,Netherlands,351047,2005,113218.80662147868,413111.34639202425,139841.46050705275,354756.40325354744
172,Malo,Malo 46,46.0,Europe,United Kingdom,393128,2005,113218.80662147868,462632.1757041186,138169.11520215712,403919.1034360706
173,Moody,Moody 49,48.0,Europe,Spain,406940,2005,113218.80662147868,478886.1072755796,138365.70623866507,419427.7114683976
174,Morris,Morris Ocean Series 48,48.0,USA,California,479000,2005,113218.80662147868,563686.1586106122,150001.8846952375,474306.37684505706
175,Najad,Najad 380,38.0,Europe,United Kingdom,233156,2005,113218.80662147868,274377.47389773687,138169.11520215712,237776.1862150469
176,Nauticat,Nauticat 385,38.0,Europe,Spain,306497,2005,113218.80662147868,360685.00324775965,138365.70623866507,323424.27946661104
177,Nauticat,Nauticat 44,43.0,Europe,Denmark,321907,2005,113218.80662147868,378819.4577450237,150500.22083031564,335006.1517663107
178,Poncin,Poncin HARMONY 47,47.0,Europe,Greece,78955,2005,113218.80662147868,136611.21523459305,124201.85730889764,101958.18315359832
179,Salona,Salona 40,39.0,Europe,Greece,120285,2005,113218.80662147868,141551.12648951463,124201.85730889764,106467.6813794558
180,Salona,Salona 45,44.0,Europe,Croatia,109323,2005,113218.80662147868,136625.73376190805,122594.94748508127,113398.51587438694
181,Salona,Salona 45,44.0,Europe,Croatia,98390,2005,113218.80662147868,136625.73376190805,122594.94748508127,113398.51587438694
182,Salona,Salona 45,44.0,Europe,Cyprus,127543,2005,113218.80662147868,136625.73376190805,145347.78928655345,127273.1911208868
183,Salona,Salona 45,44.0,Europe,Italy,91858,2005,113218.80662147868,136625.73376190805,131501.93166320262,115221.97669654271
184,ShearWater,ShearWater 39,39.0,Caribbean,Grenada,245000,2005,113218.80662147868,260913.89567456883,123765.76579703494,241214.86305419417
185,Sunbeam,Sunbeam 39,39.0,Europe,United Kingdom,186497,2005,113218.80662147868,219469.26413862914,138169.11520215712,196987.83255259614
186,Sunbeam,Sunbeam 53,53.0,Europe,Spain,399651,2005,113218.80662147868,470308.4279225258,138365.70623866507,419427.7114683976
187,Sweden Yachts,Sweden Yachts 42,43.0,Europe,United Kingdom,166473,2005,113218.80662147868,195905.06447261892,138169.11520215712,163098.1577656624
188,Tartan,Tartan 4400,45.0,Europe,Netherlands,302459,2005,113218.80662147868,375972.3858923067,139841.46050705275,316900.9092905659
189,Tartan,Tartan 4400,45.0,USA,Rhode Island,345000,2005,113218.80662147868,375972.3858923067,137922.46591013408,314487.6113617865
190,Van De Stadt,Van De Stadt Beluga 46,46.0,Europe,Netherlands,297560,2005,113218.80662147868,350167.96107760706,139841.46050705275,299855.86334136757
191,Wauquiez,Wauquiez Centurion 40s,40.0,Europe,France,151876,2005,113218.80662147868,179841.76804176986,138756.8337801895,157560.2415057218
192,Wauquiez,Wauquiez Centurion 40s,40.0,Europe,France,151837,2005,113218.80662147868,179841.76804176986,138756.8337801895,157560.2415057218
193,Wauquiez,Wauquiez Centurion 40s,40.0,Caribbean,Panama,145817,2005,113218.80662147868,179841.76804176986,125392.30516991964,146467.0498009025
194,Wauquiez,Wauquiez Centurion 40s,40.0,Caribbean,Panama,139696,2005,113218.80662147868,179841.76804176986,125392.30516991964,146467.0498009025
195,Wauquiez,Wauquiez Centurion 40s,40.0,Caribbean,Panama,146196,2005,113218.80662147868,179841.76804176986,125392.30516991964,146467.0498009025
196,Wauquiez,Wauquiez Centurion 40s,40.0,Europe,Spain,132436,2005,113218.80662147868,179841.76804176986,138365.70623866507,142537.49063505136
