Variant,vscore
Jeanneau Sun Odyssey 43 DS,198234.0628748997
Jeanneau Sun Odyssey 43 DS,198234.0628748997
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 49,215182.30566042423
Malo 43 Classic,413111.34639202425
Malo 46,462632.1757041186
Moody 49,478886.1072755796
Morris Ocean Series 48,563686.1586106122
Najad 380,274377.47389773687
Nauticat 385,360685.00324775965
Nauticat 44,378819.4577450237
Poncin HARMONY 47,136611.21523459305
Salona 40,141551.12648951463
Salona 45,136625.73376190805
Salona 45,136625.73376190805
Salona 45,136625.73376190805
Salona 45,136625.73376190805
ShearWater 39,260913.89567456883
Sunbeam 39,219469.26413862914
Sunbeam 53,470308.4279225258
Sweden Yachts 42,195905.06447261892
Tartan 4400,375972.3858923067
Tartan 4400,375972.3858923067
Van De Stadt Beluga 46,350167.96107760706
Wauquiez Centurion 40s,179841.76804176986
Wauquiez Centurion 40s,179841.76804176986
Wauquiez Centurion 40s,179841.76804176986
Wauquiez Centurion 40s,179841.76804176986
Wauquiez Centurion 40s,179841.76804176986
Wauquiez Centurion 40s,179841.76804176986
Wauquiez Pilot Saloon 40,198694.07532002422
X-Yachts 40,235919.7209470169
X-Yachts X-50,434277.3950842522
Alliage 44,404545.82849766273
Amel 54,568748.8235149035
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 42 Match,72607.56269593381
Bavaria 42 Match,72607.56269593381
Bavaria 42 Cruiser,121674.80664332857
Bavaria 42 Cruiser,121674.80664332857
Bavaria 42 Cruiser,121674.80664332857
Bavaria 42 Cruiser,121674.80664332857
Bavaria 42 Cruiser,121674.80664332857
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 50,243908.36830849564
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Beneteau Cyclades 39.3,101333.33234310521
Beneteau Cyclades 39.3,101333.33234310521
Beneteau Cyclades 39.3,101333.33234310521
Beneteau Cyclades 39.3,101333.33234310521
Beneteau First 40.7,153291.15390212028
Beneteau Cyclades 39.3,101333.33234310521
Beneteau Cyclades 39.3,101333.33234310521
Beneteau Cyclades 39.3,101333.33234310521
Beneteau Cyclades 39.3,101333.33234310521
Beneteau 423,142393.34590174124
Beneteau Cyclades 43.4,112252.21706136095
Beneteau Cyclades 43.4,112252.21706136095
Beneteau Cyclades 43.4,112252.21706136095
Beneteau Cyclades 43.4,112252.21706136095
Beneteau Oceanis 423,168735.0104445273
Beneteau Oceanis Clipper 423,126992.98054479933
Beneteau Oceanis Clipper 423,126992.98054479933
Beneteau Cyclades 43.3,119692.1116347974
Beneteau Oceanis 423,168735.0104445273
Beneteau Oceanis 423,168735.0104445273
Beneteau Oceanis 423,168735.0104445273
Beneteau Oceanis 423,168735.0104445273
Beneteau Oceanis 423,168735.0104445273
Beneteau Oceanis Clipper 423,126992.98054479933
Beneteau 423,142393.34590174124
Beneteau Oceanis 423,168735.0104445273
Beneteau First 44.7,166368.2695502207
Beneteau First 44.7,166368.2695502207
Beneteau First 44.7,166368.2695502207
Beneteau First 44.7,166368.2695502207
Beneteau Oceanis 473,205480.29975333376
Beneteau Oceanis 473,205480.29975333376
Beneteau Oceanis 473,205480.29975333376
Beneteau Oceanis 473,205480.29975333376
Beneteau Oceanis 473,205480.29975333376
Beneteau Oceanis 473,205480.29975333376
Beneteau Oceanis Clipper 473,163461.34952810005
Beneteau Oceanis Clipper 473,163461.34952810005
Beneteau First 50,285135.09341641294
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Oceanis 51,156946.4428270497
Beneteau Cyclades 50.5,169633.52267042478
Beneteau 523,343635.686008888
Beneteau Oceanis Clipper 523,236791.5558241554
Beneteau Oceanis Clipper 523,236791.5558241554
Beneteau Oceanis 523 A,219169.4972969277
Beneteau Oceanis 523,312256.9966051786
Beneteau Oceanis 523,312256.9966051786
C&C 115,154430.50683867917
C&C 115,154430.50683867917
C&C 115,154430.50683867917
Cabo Rico 42,337686.2034913809
Catalina 387,164622.66623134847
Catalina 387,164622.66623134847
Catalina 400 MK II,163721.10942390063
Catalina 42 MK II,185371.9119339823
Catalina Morgan 440,231812.63812604977
Catalina Morgan 440 DS Sloop,225822.21989503547
Comar Comet 41S,150506.2750253866
Comar Comet 41S,150506.2750253866
Delphia 40,129747.5170581135
Delphia 40,129747.5170581135
Dufour 385 GL,106060.86510670555
Dufour 40 Performance,124827.68052495606
Dufour 44 Performance,153368.38144862573
Dufour 455,165678.85026274854
Dufour 455 GL,158804.7887159619
Dufour 455,165678.85026274854
Dufour 455 GL,158804.7887159619
Elan Impression 384,95388.23879761409
Elan Impression 384,95388.23879761409
Elan Impression 384,95388.23879761409
Elan Impression 384,95388.23879761409
Elan 434 Impression,108192.888429363
Elan Impression 434,151970.76340046254
Elan Impression 434,151970.76340046254
Elan Impression 434,151970.76340046254
Elan Impression 434,151970.76340046254
Grand Soleil 40,129105.22027860433
Grand Soleil 40,129105.22027860433
Grand Soleil 43,216910.91229102973
Grand Soleil 45,206162.18825868904
Grand Soleil 45,206162.18825868904
Grand Soleil 45,206162.18825868904
Grand Soleil 45,206162.18825868904
Grand Soleil 45,206162.18825868904
Grand Soleil 50,320553.26407024096
Grand Soleil 50,320553.26407024096
Hanse 400,121953.61458461673
Hanse 400,121953.61458461673
Hanse 400e,133707.9646573343
Hanse 400e,133707.9646573343
Hanse 400,121953.61458461673
Hanse 411,118739.00399385473
Hanse 461,208709.46499671414
Hanse 461,208709.46499671414
Hanse 461,208709.46499671414
Hanse 461,208709.46499671414
Hanse 461,208709.46499671414
Hanse 470e,219978.26295188538
Hanse 540e,297170.6389012392
Hanse 531,284445.7385014396
Hanse 531,284445.7385014396
Harmony 38,75141.21455897356
Harmony 47,93251.02748345594
Hunter 380,123073.1098427943
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 41,135493.33193702126
Hunter 41 DS,146477.8933270125
Hunter 41 Deck Salon,109230.48430009795
Hunter 41 DS,146477.8933270125
Hunter 41 DS,146477.8933270125
Hunter 41 DS,146477.8933270125
Hunter 41 DS,146477.8933270125
Hunter 44,184872.91486444348
Hunter 44 Deck Salon,179528.66481655318
Hunter 44 DS,184412.54964152363
Hunter 45 Center Cockpit,208316.6811834943
Hunter 45 Center Cockpit,208316.6811834943
Hunter 45cc,213012.60712569964
Island Packet 440,394678.97855540446
Island Packet 445,315981.17663257854
Island Packet 445,315981.17663257854
Island Packet 440,394678.97855540446
Island Packet 440,394678.97855540446
Island Packet 485,561969.0812362256
J Boats J 122,232390.75295789418
Jeanneau Sun Odyssey 40.3,130676.2957163176
Jeanneau Sun Odyssey 40.3,130676.2957163176
Jeanneau Sun Odyssey 40.3,130676.2957163176
Jeanneau Sun Odyssey 40.3,130676.2957163176
Jeanneau Sun Odyssey 40.3,130676.2957163176
Jeanneau Sun Odyssey 40.3,130676.2957163176
Jeanneau Sun Odyssey 40.3,130676.2957163176
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 43 DS,198234.0628748997
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 48 DS,233169.34581932038
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 Owners version,285289.1141710946
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Najad 440 CC,466440.3116375936
Nordship DSC 38,226302.09211231238
Oyster 46,563426.4386381136
Passport 470,552135.3276433616
Passport Vista 515 Center Cockpit,716985.5481667375
Sabre 386,220171.0188421622
Sabre 426,326479.7977852466
Sabre 426,326479.7977852466
Tayana 48,435836.8843974184
Wauquiez Centurion 40s,179841.76804176986
Wauquiez Pilot Saloon 41,200670.7584829646
Wauquiez Pilot Saloon 41,200670.7584829646
Wauquiez Pilot Saloon 47,323336.9728310275
X-Yachts X-40,205614.9651322756
X-Yachts X-40,205614.9651322756
X-Yachts X-43,235902.9237911499
X-Yachts X-50,434277.3950842522
X-Yachts 50,404457.7578319038
X-Yachts X-50,434277.3950842522
Zuanelli 52 DH,390884.71330511256
Allures 44,359102.9966318927
Alubat Ovni 395,261722.23769259857
Alubat CIGALE 16,387312.6137998755
Amel 54,568748.8235149035
Archambault 40 RC,143160.06680042762
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 44 Vision,173177.72409444838
Bavaria 44 Vision,173177.72409444838
Bavaria 44 Vision,173177.72409444838
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria 46 Cruiser,142825.25090019315
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 50,243908.36830849564
Beneteau Cyclades 39.3,101333.33234310521
Beneteau Cyclades 39.3,101333.33234310521
Beneteau Cyclades 39.3,101333.33234310521
Beneteau Cyclades 39.3,101333.33234310521
Beneteau Cyclades 39.3,101333.33234310521
Beneteau Cyclades 39.3,101333.33234310521
Beneteau Cyclades 39.3,101333.33234310521
Beneteau First 40.7,153291.15390212028
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 43,131140.51782078217
Beneteau Cyclades 43.4,112252.21706136095
Beneteau Cyclades 43.4,112252.21706136095
Beneteau Oceanis 423,168735.0104445273
Beneteau Oceanis Clipper 423,126992.98054479933
Beneteau Cyclades 43.4,112252.21706136095
Beneteau Cyclades 43.4,112252.21706136095
Beneteau Cyclades 43,100099.72030180511
Beneteau 423,142393.34590174124
Beneteau Oceanis 423,168735.0104445273
Beneteau Cyclades 43.3,119692.1116347974
Beneteau Cyclades 43.4,112252.21706136095
Beneteau 423,142393.34590174124
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46 Owner Version,176300.67498723918
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau First 50,285135.09341641294
Beneteau First 50,285135.09341641294
Beneteau Oceanis 49,259695.0212495357
Beneteau First 50,285135.09341641294
Beneteau First 50,285135.09341641294
Beneteau First 50,285135.09341641294
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
Beneteau First 50,285135.09341641294
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Cyclades 50.5,169633.52267042478
Beneteau 523,343635.686008888
Beneteau Oceanis Clipper 523,236791.5558241554
Beneteau Oceanis Clipper 523,236791.5558241554
Beneteau Oceanis 523,312256.9966051786
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
Beneteau Cyclades 50.5,169633.52267042478
Bestevaer 53ST,1001670.0979645555
Cabo Rico 42,337686.2034913809
Caliber 47 LRC SE,351381.2863433361
Caliber 47LRC,428695.6530098945
Catalina 42 MK II,185371.9119339823
Catalina Morgan 440,231812.63812604977
Catalina Morgan 440,231812.63812604977
Catalina 470,295914.65465525334
Comar Comet 41S,150506.2750253866
Comar Comet 41S,150506.2750253866
Comar Comet 41S,150506.2750253866
Comar Comet 41S,150506.2750253866
Comar Comet 45S,218436.16380507156
Comar Comet 52 RS,294547.8598502463
Comar Comet 52 RS,294547.8598502463
Contest 50CS,640426.6658339914
Contest 55CS,647747.147131093
Dehler 39 SQ,191588.35160777954
Dehler 44,212354.43020100534
Dehler 44 SQ,225710.07548726135
Dehler 47 SQ,270246.9792046588
Dehler 47,218670.28454299967
Dehler 47,218670.28454299967
Delphia 40,129747.5170581135
Dufour 385,99701.50582345606
Dufour 385 GL,106060.86510670555
Dufour 385 GL,106060.86510670555
Dufour 385 GL,106060.86510670555
Dufour 40 Performance,124827.68052495606
Dufour 40 Performance,124827.68052495606
Dufour 455 GL,158804.7887159619
Dufour 485 GL,226096.00823417743
Dufour 485 GL,226096.00823417743
Dufour 485 GL,226096.00823417743
Dufour 485,235774.72726781748
Dufour 485 GL,226096.00823417743
Dufour 525 GL,301088.29498908605
Elan 410,108136.1938094419
Elan 434 Impression,108192.888429363
Elan Impression 434,151970.76340046254
Elan Impression 434,151970.76340046254
Elan Impression 434,151970.76340046254
Elan Impression 434,151970.76340046254
Elan Impression 434,151970.76340046254
Elan 514 IMPRESSION,182430.99835564496
Grand Soleil 40,129105.22027860433
Grand Soleil 40,129105.22027860433
Grand Soleil 43 BC,193656.30689993774
Grand Soleil 43,216910.91229102973
Grand Soleil 45,206162.18825868904
Grand Soleil 45,206162.18825868904
Grand Soleil 45,206162.18825868904
Grand Soleil 50,320553.26407024096
Grand Soleil 50,320553.26407024096
Grand Soleil 50,320553.26407024096
Grand Soleil 50,320553.26407024096
Grand Soleil 50,320553.26407024096
Grand Soleil 50,320553.26407024096
Grand Soleil 54,458381.3436775905
Grand Soleil 56,469126.5428825459
Grand Soleil 56,469126.5428825459
Hallberg-Rassy 40,375975.5047289978
Hallberg-Rassy 54,988156.322242862
Hanse 400,121953.61458461673
Hanse 400,121953.61458461673
Hanse 400,121953.61458461673
Hanse 400,121953.61458461673
Hanse 400,121953.61458461673
Hanse 430e,156619.8118590144
Hanse 430e,156619.8118590144
Hanse 430e,156619.8118590144
Hanse 430e,156619.8118590144
Hanse 430,159680.90465648627
Hanse 470e,219978.26295188538
Hanse 470e,219978.26295188538
Hanse 470,227452.01532739736
Hanse 470e,219978.26295188538
Hanse 470e,219978.26295188538
Hanse 540,273829.5101489778
Hanse 540,273829.5101489778
Hanse 540e,297170.6389012392
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 45 Center Cockpit,208316.6811834943
Hunter 45 Center Cockpit,208316.6811834943
Hunter 49,265270.0687771686
Hunter 49,265270.0687771686
Hunter 49,265270.0687771686
Hylas 46,428880.122739496
Island Packet SP Cruiser,298073.46218094556
Island Packet SP Cruiser,298073.46218094556
Island Packet 465,383946.90084295947
Island Packet 485,561969.0812362256
J Boats J 122,232390.75295789418
J boats J 122,146912.09814881528
J Boats J 122,232390.75295789418
J Boats J 122,232390.75295789418
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39 DS,132281.125287652
Jeanneau Sun Odyssey 39 DS,132281.125287652
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39 DS,132281.125287652
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39 DS,132281.125287652
Jeanneau Sun Odyssey 39 DS,132281.125287652
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i Performance,122902.28287624009
Jeanneau 42 DS,185815.76137130588
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey  42 DS,185815.76137130588
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 42,150086.94234902156
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45 Performance,146949.48120139886
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45 DS,200018.1571074621
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49DS,225710.07548726135
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Malo 40 Classic MK Il,467446.48551741114
