,Make,Variant,Length,Geo_Region,CRS,Price,Year
115,Hanse,531,53,Europe,Spain,"$334,055",2005
116,Hanse,531,53,Europe,Spain,"$333,920",2005
117,Harmony,42 Elegance,42,Europe,France,"$83,270",2005
118,Hunter,38,38,USA,Florida,"$119,000",2005
119,Hunter,38,38,USA,Maryland,"$69,000",2005
120,Hunter,38,38,USA,New York,"$109,335",2005
121,Hunter,41 DS,40,USA,California,"$132,000",2005
122,Hunter,41 DS,40,Europe,France,"$96,555",2005
123,Hunter,41 Deck Salon,40,Europe,France,"$94,746",2005
124,Hunter,41 Aft Cockpit,40,USA,Maryland,"$124,900",2005
125,Hunter,41 DS,40,USA,Michigan,"$124,900",2005
126,Hunter,44 DS,44,USA,California,"$159,000",2005
127,Hunter,44,44,USA,Maine,"$165,900",2005
128,Hunter,44,44,USA,New York,"$149,000",2005
129,Hunter,44 DS,44,USA,Virginia,"$148,106",2005
130,Hunter,Passage 456,46,USA,North Carolina,"$142,500",2005
131,Hunter,466,46,Europe,Spain,"$169,000",2005
132,Hylas,49,49,Europe,Spain,"$464,979",2005
133,Island Packet,370,38,USA,Florida,"$169,900",2005
134,Island Packet,420,44,USA,Florida,"$299,950",2005
135,Island Packet,420,44,Europe,United Kingdom,"$286,566",2005
136,J Boats,J 122,40,USA,California,"$195,000",2005
137,Jeanneau,Sun Odyssey 40.3,40,Europe,Greece,"$94,746",2005
138,Jeanneau,Sun Odyssey 40.3,40,USA,Illinois,"$118,900",2005
139,Jeanneau,Sun Odyssey 40.3,40,USA,Illinois,"$114,900",2005
140,Jeanneau,Sun Odyssey 40,40,Europe,Italy,"$103,235",2005
141,Jeanneau,Sun Odyssey 40.3,40,USA,Michigan,"$126,500",2005
142,Jeanneau,Sun Odyssey 40.3,40,USA,New York,"$124,900",2005
143,Jeanneau,SUN ODYSSEY 40.3,40,Europe,Spain,"$121,470",2005
144,Jeanneau,Sun Odyssey 43 DS,42,USA,New York,"$165,000",2005
145,Jeanneau,Sun Odyssey 43 DS,42,USA,Rhode Island,"$149,900",2005
146,Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$187,063",2005
147,Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$102,034",2005
148,Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$95,961",2005
149,Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$93,532",2005
150,Jeanneau,Sun Odyssey 45,45,Europe,France,"$132,402",2005
151,Jeanneau,Sun Odyssey 49 DS,49,USA,California,"$335,000",2005
152,Jeanneau,Sun Odyssey 49 DS,49,Europe,Croatia,"$216,225",2005
153,Jeanneau,Sun Odyssey 49 DS,49,Europe,France,"$236,875",2005
154,Jeanneau,Sun Odyssey 49,49,Europe,France,"$162,776",2005
155,Jeanneau,Sun Odyssey 49,49,Europe,Greece,"$194,359",2005
156,Jeanneau,Sun Odyssey 49,49,Europe,Greece,"$151,837",2005
157,Jeanneau,Sun Odyssey 49,49,Europe,Greece,"$139,690",2005
158,Jeanneau,Sun Odyssey 49,49,Europe,Italy,"$163,984",2005
159,Jeanneau,Sun Odyssey 49,49,Europe,Spain,"$222,298",2005
160,Jeanneau,Sun Odyssey 49,49,Europe,Spain,"$168,843",2005
161,Jeanneau,Sun Odyssey 49,49,Europe,Turkey,"$166,420",2005
162,Jeanneau,Sun Odyssey 49,49,USA,Washington,"$255,000",2005
163,Jeanneau,Sun Odyssey 54 DS,55,Europe,Greece,"$251,808",2005
164,Jeanneau,Sun Odyssey 54 DS,55,Europe,Italy,"$242,939",2005
165,Jeanneau,Sun Odyssey 54 DS,55,Europe,Italy,"$236,866",2005
166,Jeanneau,Sun Odyssey 54 DS,55,Europe,Portugal,"$267,233",2005
167,Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,"$358,335",2005
168,Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,"$358,287",2005
169,Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,"$301,204",2005
170,Jeanneau ,Sun Odyssey 49,49,Caribbean,Martinique,"$157,968",2005
171,Malo,43 Classic,44,Europe,Netherlands,"$351,047",2005
172,Malo,46,46,Europe,United Kingdom,"$393,128",2005
173,Moody,49,48,Europe,Spain,"$406,940",2005
174,Morris,Ocean Series 48,48,USA,California,"$479,000",2005
175,Najad,380,38,Europe,United Kingdom,"$233,156",2005
176,Nauticat,385,38,Europe,Spain,"$306,497",2005
177,Nauticat,44,43,Europe,Denmark,"$321,907",2005
178,Poncin,HARMONY 47,47,Europe,Greece,"$78,955",2005
179,Salona,40,39,Europe,Greece,"$120,285",2005
180,Salona,45,44,Europe,Croatia,"$109,323",2005
181,Salona,45,44,Europe,Croatia,"$98,390",2005
182,Salona,45,44,Europe,Cyprus,"$127,543",2005
183,Salona,45,44,Europe,Italy,"$91,858",2005
184,ShearWater,39,39,Caribbean,Grenada,"$245,000",2005
185,Sunbeam,39,39,Europe,United Kingdom,"$186,497",2005
186,Sunbeam,53,53,Europe,Spain,"$399,651",2005
187,Sweden Yachts,42,43,Europe,United Kingdom,"$166,473",2005
188,Tartan,4400,45,Europe,Netherlands,"$302,459",2005
189,Tartan,4400,45,USA,Rhode Island,"$345,000",2005
190,Van De Stadt,Beluga 46,46,Europe,Netherlands,"$297,560",2005
191,Wauquiez,Centurion 40s,40,Europe,France,"$151,876",2005
192,Wauquiez,Centurion 40s,40,Europe,France,"$151,837",2005
193,Wauquiez,Centurion 40s,40,Caribbean,Panama,"$145,817",2005
194,Wauquiez,Centurion 40s,40,Caribbean,Panama,"$139,696",2005
195,Wauquiez,Centurion 40s,40,Caribbean,Panama,"$146,196",2005
196,Wauquiez,Centurion 40s,40,Europe,Spain,"$132,436",2005
197,Wauquiez,Pilot Saloon 40,41,Europe,Turkey,"$168,843",2005
198,X-Yachts,40,40,Europe,Netherlands,"$200,476",2005
199,X-Yachts,X-50,50,Europe,Italy,"$334,042",2005
200,Alliage,44,44,Europe,France,"$358,287",2006
201,Amel,54,56,Caribbean,Antigua and Barbuda,"$495,000",2006
202,Bavaria,39 Cruiser,39,Europe,Croatia,"$102,668",2006
203,Bavaria,39 Cruiser,39,Europe,Croatia,"$78,955",2006
204,Bavaria,39 Cruiser,39,Europe,France,"$95,961",2006
205,Bavaria,39 Cruiser,39,Europe,France,"$95,961",2006
206,Bavaria,39 Cruiser,39,Europe,Germany,"$109,201",2006
207,Bavaria,39 Cruiser,39,Europe,Greece,"$78,955",2006
208,Bavaria,39 Cruiser,39,Europe,Greece,"$72,760",2006
209,Bavaria,39 Cruiser,39,Europe,Slovenia,"$59,520",2006
210,Bavaria,39 Cruiser,39,Europe,Spain,"$91,102",2006
211,Bavaria,39 Cruiser,39,Europe,Turkey,"$94,770",2006
212,Bavaria,42 Match,41,Europe,Croatia,"$57,091",2006
213,Bavaria,42 Match,41,Europe,Croatia,"$57,091",2006
214,Bavaria,42 Cruiser,42,USA,California,"$109,000",2006
215,Bavaria,42 Cruiser ,42,Europe,Croatia,"$109,065",2006
216,Bavaria,42 Cruiser,42,Europe,Italy,"$102,034",2006
217,Bavaria,42 Cruiser,42,Europe,Netherlands,"$120,862",2006
218,Bavaria,42 Cruiser,42,Europe,Portugal,"$145,764",2006
219,Bavaria,Cruiser 46,46,Europe,Croatia,"$94,770",2006
220,Bavaria,Cruiser 46,46,Europe,Croatia,"$89,910",2006
221,Bavaria,Cruiser 46,46,Europe,Greece,"$129,000",2006
222,Bavaria,Cruiser 46,46,Europe,Greece,"$127,548",2006
223,Bavaria,Cruiser 46,46,Europe,Greece,"$109,350",2006
224,Bavaria,Cruiser 46,46,Europe,Greece,"$108,112",2006
225,Bavaria,Cruiser 46,46,Europe,Greece,"$103,188",2006
226,Bavaria,Cruiser 46,46,Europe,Greece,"$102,034",2006
227,Bavaria,Cruiser 46,46,Europe,Greece,"$100,820",2006
228,Bavaria,Cruiser 46,46,Europe,Greece,"$99,881",2006
229,Bavaria,Cruiser 50,49,Caribbean,Bahamas,"$184,900",2006
230,Bavaria,50 Cruiser,49,Europe,Croatia,"$173,094",2006
231,Bavaria,50 Cruiser,49,Europe,Croatia,"$127,543",2006
232,Bavaria,50 Cruiser,49,Europe,Greece,"$121,470",2006
233,Bavaria,50 Cruiser,49,Europe,Greece,"$117,826",2006
234,Bavaria,50 Cruiser,49,Europe,Greece,"$97,176",2006
235,Bavaria,50 Cruiser,49,Europe,Italy,"$121,470",2006
236,Bavaria,50 Cruiser,49,Europe,Italy,"$115,396",2006
237,Bavaria,50 Cruiser,49,Europe,Spain,"$139,690",2006
238,Beneteau,Cyclades 39.3,39,USA,California,"$149,000",2006
239,Beneteau,Cyclades 39.3 ,39,Europe,Croatia,"$74,115",2006
240,Beneteau,Cyclades 39.3 ,39,Europe,Croatia,"$72,639",2006
241,Beneteau,Cyclades 39.3 ,39,Europe,Greece,"$71,667",2006
242,Beneteau,First 40.7,39,USA,Hawaii,"$160,000",2006
243,Beneteau,Cyclades 39.3 ,39,USA,New York,"$90,838",2006
244,Beneteau,Cyclades 39.3,39,USA,North Carolina,"$99,000",2006
245,Beneteau,Cyclades 39.3 ,39,Europe,Portugal,"$99,630",2006
246,Beneteau,Cyclades 39.3 ,39,Europe,Turkey,"$91,102",2006
247,Beneteau,423,43,USA,Alabama,"$176,000",2006
248,Beneteau,Cyclades 43.4,43,Europe,Croatia,"$97,176",2006
249,Beneteau,Cyclades 43.4,43,Europe,Croatia,"$95,961",2006
250,Beneteau,Cyclades 43.4,43,Europe,Croatia,"$88,673",2006
251,Beneteau,Cyclades 43.4,43,Europe,Croatia,"$87,458",2006
252,Beneteau,Oceanis 423,43,USA,Georgia,"$145,900",2006
253,Beneteau,Oceanis Clipper 423,43,Europe,Greece,"$85,017",2006
254,Beneteau,Oceanis Clipper 423,43,Europe,Malta,"$145,764",2006
255,Beneteau,Cyclades 43.3,43,Europe,Malta,"$95,961",2006
256,Beneteau,Oceanis 423,43,USA,New York,"$155,969",2006
257,Beneteau,Oceanis 423,43,USA,New York,"$144,900",2006
258,Beneteau,Oceanis 423,43,USA,New York,"$139,900",2006
259,Beneteau,Oceanis 423,43,USA,Rhode Island,"$142,000",2006
260,Beneteau,Oceanis 423,43,USA,South Carolina,"$155,000",2006
261,Beneteau,Oceanis Clipper 423,43,Europe,Spain,"$95,961",2006
262,Beneteau,423,43,Caribbean,Trinidad and Tobago,"$85,000",2006
263,Beneteau,Oceanis 423,43,USA,Virginia,"$159,900",2006
264,Beneteau,First 44.7,44,USA,Georgia,"$149,000",2006
265,Beneteau,First 44.7,44,Europe,Greece,"$131,187",2006
266,Beneteau,First 44.7,44,Europe,Italy,"$151,837",2006
267,Beneteau,First 44.7,44,USA,New York,"$155,000",2006
268,Beneteau,Oceanis 473,47,USA,California,"$229,000",2006
269,Beneteau,Oceanis 473,47,Europe,Croatia,"$151,837",2006
270,Beneteau,Oceanis 473,47,USA,Oregon,"$299,000",2006
271,Beneteau,Oceanis 473,47,Europe,Spain,"$151,876",2006
272,Beneteau,Oceanis 473,47,Europe,Spain,"$151,876",2006
273,Beneteau,Oceanis 473,47,Europe,Spain,"$151,876",2006
274,Beneteau,Oceanis Clipper 473,47,Europe,Spain,"$144,586",2006
275,Beneteau,Oceanis Clipper 473,47,Europe,Spain,"$144,586",2006
276,Beneteau,First 50,49,Europe,France,"$241,734",2006
277,Beneteau,Oceanis 50,49,Europe,Greece,"$194,359",2006
278,Beneteau,Oceanis 50,49,Europe,Greece,"$194,351",2006
279,Beneteau,Oceanis 50,49,Europe,Greece,"$188,278",2006
280,Beneteau,Oceanis 50,49,Europe,Greece,"$185,858",2006
281,Beneteau,Oceanis 50,49,Caribbean,Grenada,"$189,000",2006
282,Beneteau,Oceanis 50,49,Europe,Italy,"$205,284",2006
283,Beneteau,Oceanis 50,49,Europe,Malta,"$206,498",2006
284,Beneteau,Oceanis 50,49,Europe,Portugal,"$224,719",2006
285,Beneteau,Oceanis 50 ,49,Europe,Romania,"$157,668",2006
286,Beneteau,Oceanis 50,49,Europe,United Kingdom,"$199,781",2006
287,Beneteau,Cyclades 50.5,51,Europe,Croatia,"$103,249",2006
288,Beneteau,Cyclades 50.5,51,Europe,France,"$144,549",2006
289,Beneteau,Oceanis 51,51,Caribbean,Grenada,"$139,000",2006
290,Beneteau,Cyclades 50.5,51,USA,Washington,"$199,900",2006
291,Beneteau,523,53,USA,California,"$337,000",2006
292,Beneteau,Oceanis Clipper 523,53,Europe,Croatia,"$176,131",2006
293,Beneteau,Oceanis Clipper 523,53,Europe,Greece,"$230,792",2006
294,Beneteau,Oceanis 523 A,53,Europe,Romania,"$194,108",2006
295,Beneteau,Oceanis 523,53,Europe,Spain,"$361,980",2006
296,Beneteau,Oceanis 523,53,Europe,Spain,"$252,657",2006
297,C&C,115,38,USA,California,"$129,900",2006
298,C&C,115,38,USA,California,"$144,900",2006
299,C&C,115,38,USA,Maryland,"$129,000",2006
300,Cabo Rico,42,46,USA,Rhode Island,"$349,000",2006
301,Catalina,387,38,USA,Maryland,"$135,900",2006
302,Catalina,387,38,USA,North Carolina,"$159,900",2006
303,Catalina,400 MK II,40,USA,Florida,"$145,000",2006
304,Catalina,42 MK II,42,USA,Massachusetts,"$159,900",2006
305,Catalina,Morgan 440,46,USA,Florida,"$219,000",2006
306,Catalina ,Morgan 440 DS Sloop,46,Caribbean,Mexico,"$200,000",2006
307,Comar,Comet 41S,41,Europe,Italy,"$139,690",2006
308,Comar,Comet 41S,41,Europe,Italy,"$120,255",2006
309,Delphia,40,39,Europe,Italy,"$78,945",2006
310,Delphia,40,39,Europe,Sweden,"$159,277",2006
311,Dufour,385 GL,38,Europe,France,"$103,249",2006
312,Dufour,40 Performance,40,Europe,Spain,"$108,108",2006
313,Dufour,44 Performance,44,Europe,Italy,"$132,402",2006
314,Dufour,455,45,Europe,Greece,"$145,764",2006
315,Dufour,455 GL,45,Europe,Greece,"$132,402",2006
316,Dufour,455,45,Europe,Malta,"$163,984",2006
317,Dufour,455 GL,45,Europe,Spain,"$168,886",2006
318,Elan,Impression 384,38,Europe,Croatia,"$100,212",2006
319,Elan,Impression 384,38,Europe,Croatia,"$93,076",2006
320,Elan,Impression 384,38,Europe,Croatia,"$72,882",2006
321,Elan,Impression 384,38,Europe,Croatia,"$59,520",2006
322,Elan,434 Impression,44,Europe,Croatia,"$109,080",2006
323,Elan,Impression 434,44,Europe,Malta,"$168,843",2006
324,Elan,Impression 434,44,Europe,Spain,"$129,973",2006
325,Elan,Impression 434,44,Europe,Spain,"$106,893",2006
326,Elan,Impression 434,44,Europe,Sweden,"$201,697",2006
327,Grand Soleil,40,41,Europe,Italy,"$145,744",2006
328,Grand Soleil,40,41,Europe,Italy,"$111,752",2006
329,Grand Soleil,43,43,Europe,Greece,"$157,911",2006
330,Grand Soleil,45,45,Europe,Italy,"$200,425",2006
331,Grand Soleil,45,45,Europe,Italy,"$193,137",2006
332,Grand Soleil,45,45,Europe,Italy,"$176,176",2006
333,Grand Soleil,45,45,Europe,Turkey,"$156,742",2006
334,Grand Soleil,45,45,Europe,Turkey,"$144,549",2006
335,Grand Soleil,50,49,Caribbean,Antigua and Barbuda,"$273,182",2006
336,Grand Soleil,50,49,Europe,Italy,"$206,498",2006
337,Hanse,400,40,Europe,France,"$108,135",2006
338,Hanse,400,40,Europe,Greece,"$93,249",2006
339,Hanse,400e,40,Europe,Italy,"$91,102",2006
340,Hanse,400e,40,Europe,Netherlands,"$139,690",2006
341,Hanse,400,40,Europe,Netherlands,"$115,275",2006
342,Hanse,411,40,Europe,Spain,"$100,820",2006
343,Hanse,461,46,Europe,France,"$200,425",2006
344,Hanse,461,46,Europe,Italy,"$194,351",2006
345,Hanse,461,46,Europe,Italy,"$162,769",2006
346,Hanse,461,46,Europe,Italy,"$143,371",2006
347,Hanse,461,46,Europe,Italy,"$143,371",2006
348,Hanse,470e,47,Europe,Denmark,"$199,990",2006
349,Hanse,540e,52,Europe,Spain,"$267,233",2006
350,Hanse,531,53,Europe,Ireland,"$179,782",2006
351,Hanse,531,53,Europe,Ireland,"$179,775",2006
352,Harmony,38,38,Europe,United Kingdom,"$66,549",2006
353,Harmony,47,47,Europe,Greece,"$82,588",2006
354,Hunter,380,37,USA,Florida,"$109,000",2006
355,Hunter,38,38,USA,Connecticut,"$95,000",2006
356,Hunter,38,38,Europe,Cork,"$95,961",2006
357,Hunter,38,38,USA,New Jersey,"$89,900",2006
358,Hunter,38,38,USA,New York,"$117,300",2006
359,Hunter,38,38,USA,New York,"$108,551",2006
360,Hunter,38,38,USA,New York,"$94,500",2006
361,Hunter,38,38,USA,North Carolina,"$119,000",2006
362,Hunter,38,38,USA,Texas,"$105,000",2006
363,Hunter,38,38,USA,Wisconsin,"$109,400",2006
364,Hunter,41,40,USA,California,"$120,000",2006
365,Hunter,41 DS,40,Europe,Greece,"$95,948",2006
366,Hunter,41 Deck Salon,40,Europe,Greece,"$94,733",2006
367,Hunter,41 DS,40,USA,New York,"$139,000",2006
368,Hunter,41 DS,40,USA,North Carolina,"$149,500",2006
369,Hunter,41 DS,40,USA,Ohio,"$149,000",2006
370,Hunter,41 DS,40,USA,Washington,"$174,500",2006
371,Hunter,44,44,USA,Florida,"$163,000",2006
372,Hunter,44 Deck Salon,44,Caribbean,Mexico,"$159,000",2006
373,Hunter,44 DS,44,USA,Rhode Island,"$169,900",2006
374,Hunter,45 Center Cockpit,45,USA,California,"$205,000",2006
375,Hunter,45 Center Cockpit,45,USA,Maryland,"$167,500",2006
376,Hunter,45cc,45,USA,Wisconsin,"$179,900",2006
377,Island Packet,440,45,USA,Florida,"$350,000",2006
378,Island Packet,445,45,Europe,Gibraltar,"$279,854",2006
379,Island Packet,445,45,Europe,Gibraltar,"$279,845",2006
380,Island Packet,440,45,Europe,Netherlands,"$376,505",2006
381,Island Packet,440,45,Europe,Netherlands,"$340,008",2006
382,Island Packet,485,52,Europe,Netherlands,"$533,252",2006
383,J Boats,J 122,40,USA,California,"$189,000",2006
384,Jeanneau,Sun Odyssey 40.3,40,Europe,Croatia,"$119,648",2006
385,Jeanneau,Sun Odyssey 40.3,40,Europe,Croatia,"$72,760",2006
386,Jeanneau,Sun Odyssey 40.3,40,USA,Illinois,"$129,500",2006
387,Jeanneau,Sun Odyssey 40.3,40,Europe,Italy,"$115,396",2006
388,Jeanneau,Sun Odyssey 40.3,40,Europe,Italy,"$103,249",2006
389,Jeanneau,Sun Odyssey 40.3,40,USA,Rhode Island,"$129,900",2006
390,Jeanneau,Sun Odyssey 40.3,40,Europe,United Kingdom,"$113,913",2006
391,Jeanneau,Sun Odyssey 42 DS,42,Caribbean,Mexico,"$180,000",2006
392,Jeanneau,Sun Odyssey 42 DS,42,USA,Rhode Island,"$159,000",2006
393,Jeanneau,Sun Odyssey 42 DS,42,Europe,Spain,"$133,230",2006
394,Jeanneau,Sun Odyssey 43 DS,42,USA,Washington,"$198,500",2006
395,Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$173,702",2006
396,Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$139,690",2006
397,Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$115,396",2006
398,Jeanneau,Sun Odyssey 45,45,USA,Florida,"$169,000",2006
399,Jeanneau,Sun Odyssey 45,45,Europe,Greece,"$109,323",2006
400,Jeanneau,Sun Odyssey 45,45,Europe,Greece,"$103,188",2006
401,Jeanneau,Sun Odyssey 45,45,Europe,Spain,"$156,696",2006
402,Jeanneau,Sun Odyssey 45,45,Europe,Spain,"$132,436",2006
403,Jeanneau,Sun Odyssey 45,45,Europe,Spain,"$132,402",2006
404,Jeanneau,Sun Odyssey 48 DS,48,Europe,France,"$206,507",2006
405,Jeanneau,Sun Odyssey 49 DS,49,Europe,Croatia,"$132,407",2006
406,Jeanneau,Sun Odyssey 49 DS,49,USA,Florida,"$278,165",2006
407,Jeanneau,Sun Odyssey 49 DS,49,USA,Florida,"$175,000",2006
