index,rscore
157,399912.0279302379
158,417930.59203609865
159,377714.3318582136
160,377714.3318582136
161,408384.6148613976
162,395602.83307253086
163,395602.83307253086
164,395602.83307253086
165,415713.65480717213
166,415713.65480717213
167,395602.83307253086
168,371409.3846427903
169,371409.3846427903
170,371409.3846427903
171,417096.79255991674
172,419272.43230189534
173,419272.43230189534
174,404684.0403363371
175,404684.0403363371
176,400363.7413749597
177,415713.65480717213
178,400363.7413749597
179,408384.6148613976
180,408384.6148613976
181,415713.65480717213
182,415713.65480717213
183,415713.65480717213
184,415713.65480717213
185,382750.0785089477
186,382750.0785089477
187,424263.00930901873
188,377714.3318582136
189,422832.42505614535
190,422832.42505614535
191,377714.3318582136
192,377714.3318582136
193,377714.3318582136
194,377714.3318582136
195,369144.4057911562
196,395602.83307253086
197,400363.7413749597
198,395602.83307253086
199,395602.83307253086
200,395602.83307253086
201,395602.83307253086
202,395602.83307253086
203,395602.83307253086
204,395602.83307253086
205,395602.83307253086
206,369144.4057911562
207,369144.4057911562
208,408384.6148613976
209,422832.42505614535
210,377714.3318582136
211,400363.7413749597
212,395602.83307253086
213,418085.00787968986
214,418085.00787968986
215,401837.2831874633
216,400363.7413749597
217,400363.7413749597
218,400363.7413749597
219,400363.7413749597
220,404684.0403363371
221,371409.3846427903
222,377714.3318582136
223,377714.3318582136
224,354229.16195246164
225,422832.42505614535
226,422832.42505614535
227,422832.42505614535
228,404684.0403363371
229,404684.0403363371
230,399912.0279302379
231,371078.8592028185
232,422832.42505614535
233,382750.0785089477
234,382750.0785089477
235,424263.00930901873
236,400363.7413749597
237,371078.8592028185
238,377714.3318582136
239,382750.0785089477
240,395602.83307253086
241,395602.83307253086
242,395602.83307253086
243,422832.42505614535
244,369144.4057911562
245,422832.42505614535
246,377714.3318582136
247,377714.3318582136
248,354229.16195246164
249,326020.8086677674
250,369144.4057911562
251,415713.65480717213
252,415713.65480717213
253,418085.00787968986
254,395602.83307253086
255,395602.83307253086
256,408384.6148613976
257,382750.0785089477
258,382750.0785089477
259,408384.6148613976
260,408384.6148613976
261,415713.65480717213
262,400363.7413749597
263,400363.7413749597
264,395602.83307253086
265,422832.42505614535
266,377714.3318582136
267,377714.3318582136
268,377714.3318582136
269,377714.3318582136
270,377714.3318582136
271,371409.3846427903
272,382750.0785089477
273,382750.0785089477
274,422832.42505614535
275,422832.42505614535
276,371409.3846427903
277,399912.0279302379
278,346758.67374063126
279,404684.0403363371
280,408384.6148613976
281,399912.0279302379
282,387552.0404216695
283,377714.3318582136
284,377714.3318582136
285,405829.24440702726
286,408384.6148613976
287,422832.42505614535
288,382750.0785089477
289,415713.65480717213
290,415713.65480717213
291,382750.0785089477
292,382750.0785089477
293,422832.42505614535
294,422832.42505614535
295,395602.83307253086
296,387552.0404216695
297,377714.3318582136
298,400363.7413749597
299,429912.1598127441
300,415713.65480717213
301,415713.65480717213
302,415713.65480717213
303,382750.0785089477
304,382750.0785089477
305,382750.0785089477
306,382750.0785089477
307,382750.0785089477
308,382750.0785089477
309,382750.0785089477
310,418085.00787968986
311,400363.7413749597
312,431016.5974835431
313,423613.0126777894
314,431016.5974835431
315,423613.0126777894
316,418085.00787968986
317,418085.00787968986
318,422832.42505614535
319,422832.42505614535
320,415713.65480717213
321,377714.3318582136
322,371409.3846427903
323,371409.3846427903
324,431016.5974835431
325,408384.6148613976
326,395602.83307253086
327,395602.83307253086
328,408384.6148613976
329,408384.6148613976
330,408384.6148613976
331,429912.1598127441
332,395602.83307253086
333,415713.65480717213
334,395602.83307253086
335,395602.83307253086
336,400363.7413749597
337,422832.42505614535
338,422832.42505614535
339,369144.4057911562
340,422832.42505614535
341,378445.31322400586
342,387552.0404216695
343,408384.6148613976
344,408384.6148613976
345,431016.5974835431
346,431016.5974835431
347,470519.20749561634
348,400363.7413749597
349,417930.59203609865
350,377714.3318582136
351,377714.3318582136
352,377714.3318582136
353,418085.00787968986
354,395602.83307253086
355,395602.83307253086
356,382750.0785089477
357,382750.0785089477
358,382750.0785089477
359,396528.20386327466
360,390075.27777130035
361,382750.0785089477
362,400363.7413749597
363,369144.4057911562
364,369144.4057911562
365,369144.4057911562
366,395602.83307253086
367,408384.6148613976
368,395602.83307253086
369,395602.83307253086
370,422832.42505614535
371,377714.3318582136
372,377714.3318582136
373,377714.3318582136
374,377714.3318582136
375,354229.16195246164
376,400363.7413749597
377,395602.83307253086
378,400363.7413749597
379,400363.7413749597
380,408384.6148613976
381,400363.7413749597
382,400363.7413749597
383,400363.7413749597
384,408384.6148613976
385,408384.6148613976
386,395602.83307253086
387,395602.83307253086
388,382750.0785089477
389,382750.0785089477
390,382750.0785089477
391,382750.0785089477
392,395602.83307253086
393,395602.83307253086
394,400363.7413749597
395,400363.7413749597
396,400363.7413749597
397,382750.0785089477
398,382750.0785089477
399,382750.0785089477
400,382750.0785089477
401,382750.0785089477
402,382750.0785089477
403,422832.42505614535
404,378445.31322400586
405,408384.6148613976
406,371078.8592028185
407,360607.91836309526
408,326020.8086677674
409,395763.75462444016
410,404684.0403363371
411,415713.65480717213
412,415713.65480717213
413,404698.59623024566
414,404698.59623024566
415,400363.7413749597
416,377714.3318582136
417,371409.3846427903
418,369144.4057911562
419,400363.7413749597
420,400363.7413749597
421,382750.0785089477
422,382750.0785089477
423,382750.0785089477
424,408384.6148613976
425,395602.83307253086
426,395602.83307253086
427,382750.0785089477
428,382750.0785089477
429,382750.0785089477
430,382750.0785089477
431,382750.0785089477
432,418085.00787968986
433,395602.83307253086
434,415713.65480717213
435,418085.00787968986
436,395602.83307253086
437,395602.83307253086
438,377714.3318582136
439,400363.7413749597
440,395602.83307253086
441,395602.83307253086
442,395602.83307253086
443,395602.83307253086
444,378445.31322400586
445,369144.4057911562
446,369144.4057911562
447,377714.3318582136
448,313704.4696196828
449,377714.3318582136
450,377714.3318582136
451,377714.3318582136
452,377714.3318582136
453,382750.0785089477
454,415713.65480717213
455,395602.83307253086
456,395602.83307253086
457,415713.65480717213
458,415713.65480717213
459,404684.0403363371
460,404684.0403363371
461,395602.83307253086
462,408384.6148613976
463,400363.7413749597
464,382750.0785089477
465,382750.0785089477
466,395602.83307253086
467,395602.83307253086
468,395602.83307253086
469,408384.6148613976
470,382750.0785089477
471,408384.6148613976
472,382750.0785089477
473,395602.83307253086
474,395602.83307253086
475,382750.0785089477
476,382750.0785089477
477,422832.42505614535
478,408384.6148613976
479,408384.6148613976
480,408384.6148613976
481,369144.4057911562
482,369144.4057911562
483,369144.4057911562
484,369144.4057911562
485,377714.3318582136
486,377714.3318582136
487,395602.83307253086
488,395602.83307253086
489,395602.83307253086
490,382750.0785089477
491,382750.0785089477
492,395602.83307253086
493,422832.42505614535
494,399912.0279302379
495,354229.16195246164
496,369144.4057911562
497,369144.4057911562
498,387552.0404216695
499,377714.3318582136
500,369144.4057911562
501,377714.3318582136
502,377714.3318582136
503,377714.3318582136
504,422832.42505614535
505,395602.83307253086
506,408384.6148613976
507,418085.00787968986
508,418085.00787968986
509,415713.65480717213
510,382750.0785089477
511,404684.0403363371
512,387552.0404216695
513,371409.3846427903
514,377714.3318582136
515,377714.3318582136
516,395602.83307253086
517,395602.83307253086
518,395602.83307253086
519,395602.83307253086
520,395602.83307253086
521,395602.83307253086
522,395602.83307253086
523,429912.1598127441
524,395602.83307253086
525,395602.83307253086
526,395602.83307253086
527,395602.83307253086
528,429912.1598127441
529,395602.83307253086
530,395602.83307253086
531,395602.83307253086
532,408384.6148613976
533,408384.6148613976
534,408384.6148613976
535,408384.6148613976
536,408384.6148613976
537,408384.6148613976
538,395602.83307253086
539,400363.7413749597
540,371409.3846427903
541,419272.43230189534
542,395602.83307253086
543,395602.83307253086
544,395602.83307253086
545,395602.83307253086
546,382750.0785089477
547,382750.0785089477
548,395602.83307253086
549,422832.42505614535
550,400363.7413749597
551,369144.4057911562
552,371078.8592028185
553,377714.3318582136
554,377714.3318582136
555,377714.3318582136
556,377714.3318582136
557,369144.4057911562
558,371409.3846427903
559,395602.83307253086
560,395602.83307253086
561,382750.0785089477
562,382750.0785089477
563,395602.83307253086
564,395602.83307253086
565,408384.6148613976
566,408384.6148613976
567,395602.83307253086
568,395602.83307253086
569,395602.83307253086
570,395602.83307253086
571,382750.0785089477
572,382750.0785089477
573,382750.0785089477
574,382750.0785089477
575,415713.65480717213
576,400363.7413749597
577,422832.42505614535
578,377714.3318582136
579,377714.3318582136
580,422832.42505614535
581,369144.4057911562
582,369144.4057911562
583,369144.4057911562
584,369144.4057911562
585,382750.0785089477
586,382750.0785089477
587,377714.3318582136
588,371409.3846427903
589,395602.83307253086
590,382750.0785089477
591,382750.0785089477
592,400363.7413749597
593,415713.65480717213
594,408384.6148613976
595,382750.0785089477
596,430656.7777722374
597,400363.7413749597
598,387552.0404216695
599,382750.0785089477
600,377714.3318582136
601,400363.7413749597
602,382750.0785089477
603,377714.3318582136
604,377714.3318582136
605,377714.3318582136
606,371409.3846427903
607,415713.65480717213
608,404684.0403363371
609,408384.6148613976
610,408384.6148613976
611,395602.83307253086
612,408384.6148613976
613,415713.65480717213
614,408384.6148613976
615,408384.6148613976
616,377714.3318582136
617,369144.4057911562
618,382750.0785089477
619,395602.83307253086
620,400363.7413749597
621,400363.7413749597
622,400363.7413749597
623,400363.7413749597
624,395602.83307253086
625,408384.6148613976
626,404684.0403363371
627,404684.0403363371
628,404684.0403363371
629,408384.6148613976
630,408384.6148613976
631,382750.0785089477
632,408384.6148613976
633,408384.6148613976
634,419272.43230189534
635,377714.3318582136
636,377714.3318582136
637,354229.16195246164
638,354229.16195246164
639,404684.0403363371
640,354229.16195246164
641,369144.4057911562
642,313704.4696196828
643,369144.4057911562
644,369144.4057911562
645,369144.4057911562
646,369144.4057911562
647,395602.83307253086
648,422832.42505614535
649,422832.42505614535
650,422832.42505614535
651,422832.42505614535
652,415713.65480717213
653,404684.0403363371
654,422832.42505614535
655,387552.0404216695
656,377714.3318582136
657,377714.3318582136
658,377714.3318582136
659,390075.27777130035
660,400363.7413749597
661,408384.6148613976
662,400363.7413749597
663,364057.1551216154
664,404684.0403363371
665,404684.0403363371
666,408384.6148613976
667,395602.83307253086
668,395602.83307253086
669,395602.83307253086
670,408384.6148613976
671,387552.0404216695
672,369144.4057911562
673,326020.8086677674
674,371409.3846427903
675,371409.3846427903
676,377714.3318582136
677,382750.0785089477
678,382750.0785089477
679,395602.83307253086
680,395602.83307253086
681,395602.83307253086
682,382750.0785089477
683,408384.6148613976
684,408384.6148613976
685,408384.6148613976
686,395602.83307253086
687,395602.83307253086
688,395602.83307253086
689,408384.6148613976
690,408384.6148613976
691,400363.7413749597
692,400363.7413749597
693,395602.83307253086
694,395602.83307253086
695,395602.83307253086
696,395602.83307253086
697,395602.83307253086
698,395602.83307253086
699,395602.83307253086
700,382750.0785089477
701,382750.0785089477
702,395602.83307253086
703,395602.83307253086
704,395602.83307253086
705,395602.83307253086
706,395602.83307253086
707,395602.83307253086
708,395602.83307253086
709,391556.84692964045
710,391556.84692964045
711,369144.4057911562
712,382750.0785089477
713,395602.83307253086
714,377714.3318582136
715,377714.3318582136
716,377714.3318582136
717,400363.7413749597
718,404684.0403363371
719,408384.6148613976
720,422832.42505614535
721,369144.4057911562
722,377714.3318582136
723,371409.3846427903
724,395602.83307253086
725,395602.83307253086
726,395602.83307253086
727,395602.83307253086
728,395602.83307253086
729,395602.83307253086
730,395602.83307253086
731,382750.0785089477
732,382750.0785089477
733,408384.6148613976
734,408384.6148613976
735,390506.74852006533
736,422832.42505614535
737,422832.42505614535
738,377714.3318582136
739,326020.8086677674
740,422832.42505614535
741,419272.43230189534
742,377714.3318582136
743,377714.3318582136
744,395602.83307253086
745,387552.0404216695
746,313704.4696196828
747,313704.4696196828
748,354229.16195246164
749,354229.16195246164
750,391556.84692964045
751,400363.7413749597
752,408384.6148613976
753,408384.6148613976
754,415713.65480717213
755,415713.65480717213
756,395602.83307253086
757,382750.0785089477
758,395602.83307253086
759,395602.83307253086
760,395602.83307253086
761,382750.0785089477
762,382750.0785089477
763,400363.7413749597
764,400363.7413749597
765,382750.0785089477
766,422832.42505614535
767,402767.44599142845
768,369144.4057911562
769,382750.0785089477
770,395602.83307253086
771,382750.0785089477
772,382750.0785089477
773,382750.0785089477
774,387552.0404216695
775,395602.83307253086
776,395602.83307253086
777,395602.83307253086
778,422832.42505614535
779,395602.83307253086
780,395602.83307253086
781,422832.42505614535
782,395602.83307253086
783,382750.0785089477
784,382750.0785089477
785,417096.79255991674
786,387552.0404216695
787,369144.4057911562
788,313704.4696196828
789,400363.7413749597
790,400363.7413749597
791,400363.7413749597
792,404684.0403363371
793,404684.0403363371
794,399912.0279302379
795,404684.0403363371
796,395602.83307253086
797,431016.5974835431
798,431016.5974835431
799,408384.6148613976
800,474098.1429145112
801,424263.00930901873
802,422832.42505614535
803,422832.42505614535
804,404684.0403363371
805,369144.4057911562
806,419272.43230189534
807,360607.91836309526
808,400363.7413749597
809,400363.7413749597
810,395602.83307253086
811,400363.7413749597
812,395602.83307253086
813,395602.83307253086
814,395602.83307253086
815,395602.83307253086
816,400363.7413749597
817,395602.83307253086
818,395602.83307253086
819,369144.4057911562
820,369144.4057911562
821,369144.4057911562
822,313704.4696196828
823,399912.0279302379
824,371409.3846427903
825,377714.3318582136
826,377714.3318582136
827,369144.4057911562
828,404684.0403363371
829,395602.83307253086
830,377714.3318582136
831,378445.31322400586
832,387552.0404216695
833,408384.6148613976
834,408384.6148613976
835,408384.6148613976
836,408384.6148613976
837,404684.0403363371
838,404684.0403363371
839,418085.00787968986
840,395602.83307253086
841,395602.83307253086
842,382750.0785089477
843,400363.7413749597
844,404684.0403363371
845,313704.4696196828
846,396528.20386327466
847,408384.6148613976
848,395602.83307253086
849,395602.83307253086
850,395602.83307253086
851,395602.83307253086
852,395602.83307253086
853,382750.0785089477
854,382750.0785089477
855,382750.0785089477
856,422832.42505614535
857,405829.24440702726
858,405829.24440702726
859,408384.6148613976
860,397257.95951696916
861,395602.83307253086
862,377714.3318582136
863,377714.3318582136
864,377714.3318582136
865,377714.3318582136
866,404684.0403363371
867,404684.0403363371
868,404684.0403363371
869,404684.0403363371
870,415713.65480717213
871,415713.65480717213
872,415713.65480717213
873,395602.83307253086
874,408384.6148613976
875,382750.0785089477
876,382750.0785089477
877,395602.83307253086
878,395602.83307253086
879,395602.83307253086
880,395602.83307253086
881,395602.83307253086
882,395602.83307253086
883,395602.83307253086
884,382750.0785089477
885,382750.0785089477
886,395602.83307253086
887,382750.0785089477
888,382750.0785089477
889,382750.0785089477
890,382750.0785089477
891,395602.83307253086
892,429912.1598127441
893,395602.83307253086
894,395602.83307253086
895,395602.83307253086
896,395602.83307253086
897,395602.83307253086
898,395602.83307253086
899,395602.83307253086
900,395602.83307253086
901,395602.83307253086
902,462121.2357242322
903,462121.2357242322
904,395602.83307253086
905,369144.4057911562
906,369144.4057911562
907,422832.42505614535
908,400363.7413749597
909,400363.7413749597
910,395602.83307253086
911,395602.83307253086
912,417930.59203609865
913,417930.59203609865
914,417930.59203609865
915,417930.59203609865
916,369144.4057911562
917,395602.83307253086
918,395602.83307253086
919,395602.83307253086
920,395602.83307253086
921,395602.83307253086
922,382750.0785089477
923,382750.0785089477
924,415713.65480717213
925,415713.65480717213
926,494633.4646754405
927,431016.5974835431
928,369144.4057911562
929,382750.0785089477
930,382750.0785089477
931,418085.00787968986
932,418085.00787968986
933,418085.00787968986
934,408384.6148613976
935,404684.0403363371
936,382750.0785089477
937,382750.0785089477
938,382750.0785089477
939,382750.0785089477
940,382750.0785089477
941,382750.0785089477
942,400363.7413749597
943,382750.0785089477
944,382750.0785089477
945,404684.0403363371
946,313704.4696196828
947,369144.4057911562
948,415713.65480717213
949,415713.65480717213
950,431016.5974835431
951,431016.5974835431
952,431016.5974835431
953,415713.65480717213
954,396528.20386327466
955,382750.0785089477
956,382750.0785089477
957,422832.42505614535
958,371409.3846427903
959,387552.0404216695
960,404684.0403363371
961,404684.0403363371
962,408384.6148613976
963,382750.0785089477
964,382750.0785089477
965,404684.0403363371
966,404684.0403363371
967,404684.0403363371
968,431016.5974835431
969,404684.0403363371
970,404684.0403363371
971,395602.83307253086
972,400363.7413749597
973,400363.7413749597
974,377714.3318582136
975,377714.3318582136
976,408384.6148613976
977,415713.65480717213
978,408384.6148613976
979,408384.6148613976
980,400363.7413749597
981,422832.42505614535
982,400363.7413749597
983,400363.7413749597
984,404684.0403363371
985,395602.83307253086
986,382750.0785089477
987,422832.42505614535
988,422832.42505614535
989,377714.3318582136
990,377714.3318582136
991,377714.3318582136
992,377714.3318582136
993,404684.0403363371
994,404684.0403363371
995,395602.83307253086
996,382750.0785089477
997,382750.0785089477
998,382750.0785089477
999,395602.83307253086
1000,395602.83307253086
1001,395602.83307253086
1002,408384.6148613976
1003,408384.6148613976
1004,395602.83307253086
1005,400363.7413749597
1006,400363.7413749597
1007,424263.00930901873
1008,390506.74852006533
1009,382750.0785089477
1010,395602.83307253086
1011,404684.0403363371
1012,408384.6148613976
1013,395602.83307253086
1014,415713.65480717213
1015,415713.65480717213
1016,395602.83307253086
1017,395602.83307253086
1018,395602.83307253086
1019,395602.83307253086
1020,422832.42505614535
1021,422832.42505614535
1022,417096.79255991674
1023,371078.8592028185
1024,369144.4057911562
1025,360607.91836309526
1026,395602.83307253086
1027,395602.83307253086
1028,395602.83307253086
1029,395602.83307253086
1030,382750.0785089477
1031,382750.0785089477
1032,382750.0785089477
1033,382750.0785089477
1034,400363.7413749597
1035,400363.7413749597
1036,400363.7413749597
1037,395602.83307253086
1038,395602.83307253086
1039,422832.42505614535
1040,422832.42505614535
1041,400363.7413749597
1042,400363.7413749597
1043,395602.83307253086
1044,422832.42505614535
1045,382750.0785089477
1046,382750.0785089477
1047,400363.7413749597
1048,400363.7413749597
1049,419272.43230189534
1050,431016.5974835431
1051,419272.43230189534
1052,397257.95951696916
1053,377714.3318582136
1054,377714.3318582136
1055,377714.3318582136
1056,396528.20386327466
1057,396528.20386327466
1058,382750.0785089477
1059,382750.0785089477
1060,408384.6148613976
1061,408384.6148613976
1062,382750.0785089477
1063,382750.0785089477
1064,369144.4057911562
1065,369144.4057911562
1066,408384.6148613976
1067,404684.0403363371
1068,400363.7413749597
1069,400363.7413749597
1070,408384.6148613976
1071,408384.6148613976
1072,382750.0785089477
1073,382750.0785089477
1074,382750.0785089477
1075,382750.0785089477
1076,395602.83307253086
1077,430656.7777722374
1078,422832.42505614535
1079,417096.79255991674
1080,431016.5974835431
1081,377714.3318582136
1082,377714.3318582136
1083,377714.3318582136
1084,408384.6148613976
1085,404684.0403363371
1086,400363.7413749597
1087,404684.0403363371
1088,400363.7413749597
1089,395602.83307253086
1090,395602.83307253086
1091,400363.7413749597
1092,395602.83307253086
1093,382750.0785089477
1094,395602.83307253086
1095,395602.83307253086
1096,395602.83307253086
1097,395602.83307253086
1098,395602.83307253086
1099,382750.0785089477
1100,430656.7777722374
1101,430656.7777722374
1102,395602.83307253086
1103,395602.83307253086
1104,382750.0785089477
1105,382750.0785089477
1106,382750.0785089477
1107,408384.6148613976
1108,408384.6148613976
1109,395602.83307253086
1110,395602.83307253086
1111,422832.42505614535
1112,422832.42505614535
1113,400363.7413749597
1114,422832.42505614535
1115,422832.42505614535
1116,369144.4057911562
1117,369144.4057911562
1118,369144.4057911562
1119,369144.4057911562
1120,369144.4057911562
1121,419272.43230189534
1122,369144.4057911562
1123,377714.3318582136
1124,377714.3318582136
1125,377714.3318582136
1126,415713.65480717213
1127,415713.65480717213
1128,382750.0785089477
1129,382750.0785089477
1130,408384.6148613976
1131,408384.6148613976
1132,404684.0403363371
1133,377714.3318582136
1134,377714.3318582136
1135,369144.4057911562
1136,382750.0785089477
1137,382750.0785089477
1138,395602.83307253086
1139,395602.83307253086
1140,395602.83307253086
1141,395602.83307253086
1142,395602.83307253086
1143,400363.7413749597
1144,422832.42505614535
